locus_tag	ftype	length_bp	gene	EC_number	COG	product
BIJEODOL_00140	CDS	801		2.7.4.-	COG2326	Polyphosphate:AMP/ADP phosphotransferase
BIJEODOL_00141	CDS	849				hypothetical protein
BIJEODOL_00142	CDS	540				hypothetical protein
BIJEODOL_00143	CDS	978	eamA		COG0697	putative amino-acid metabolite efflux pump
BIJEODOL_00144	CDS	354				hypothetical protein
BIJEODOL_00145	CDS	1038				hypothetical protein
BIJEODOL_00146	CDS	477				hypothetical protein
BIJEODOL_00147	CDS	1578	hflX			GTPase HflX
BIJEODOL_00148	CDS	261				hypothetical protein
BIJEODOL_00149	CDS	1794				hypothetical protein
BIJEODOL_00150	CDS	204				hypothetical protein
BIJEODOL_00151	CDS	1413				hypothetical protein
BIJEODOL_00152	CDS	756	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
BIJEODOL_00153	tRNA	77				tRNA-Arg(cct)
BIJEODOL_00154	CDS	2742	valS	6.1.1.9	COG0525	Valine--tRNA ligase
BIJEODOL_00155	CDS	462				hypothetical protein
BIJEODOL_00156	CDS	522				hypothetical protein
BIJEODOL_00157	CDS	1206	csd	2.8.1.7	COG0520	putative cysteine desulfurase
BIJEODOL_00158	CDS	834				hypothetical protein
BIJEODOL_00159	CDS	1074	ribD		COG0117	Riboflavin biosynthesis protein RibD
BIJEODOL_00160	CDS	645	ribE	2.5.1.9		Riboflavin synthase
BIJEODOL_00161	CDS	1215	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
BIJEODOL_00162	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
BIJEODOL_00163	CDS	1377				hypothetical protein
BIJEODOL_00164	CDS	1032	ldh_1	1.4.1.9		Leucine dehydrogenase
BIJEODOL_00165	CDS	633	udk	2.7.1.48	COG0572	Uridine kinase
BIJEODOL_00166	CDS	1884				hypothetical protein
BIJEODOL_00167	CDS	978				hypothetical protein
BIJEODOL_00168	CDS	492				hypothetical protein
BIJEODOL_00169	CDS	1821			COG1132	putative ABC transporter ATP-binding protein
BIJEODOL_00170	CDS	918				hypothetical protein
BIJEODOL_00171	CDS	1968	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
BIJEODOL_00172	CDS	255				hypothetical protein
BIJEODOL_00173	CDS	933	irrE	3.4.24.-		Radiation response metalloprotease IrrE
BIJEODOL_00174	CDS	870	folP	2.5.1.15	COG0294	Dihydropteroate synthase
BIJEODOL_00175	CDS	357	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
BIJEODOL_00176	CDS	516	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
BIJEODOL_00177	CDS	642				hypothetical protein
BIJEODOL_00178	CDS	816	attM	3.1.1.81		N-acyl homoserine lactonase AttM
BIJEODOL_00179	CDS	1266	prfB		COG1186	Peptide chain release factor RF2
BIJEODOL_00180	CDS	441	rplM		COG0102	50S ribosomal protein L13
BIJEODOL_00181	CDS	402	rpsI		COG0103	30S ribosomal protein S9
BIJEODOL_00182	CDS	1425	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
BIJEODOL_00183	CDS	396				hypothetical protein
BIJEODOL_00184	CDS	1230				IS200/IS605 family transposase ISDra2
BIJEODOL_00185	CDS	603		3.6.1.66		dITP/XTP pyrophosphatase
BIJEODOL_00186	CDS	639	sigE		COG1595	ECF RNA polymerase sigma factor SigE
BIJEODOL_00187	CDS	315				hypothetical protein
BIJEODOL_00188	CDS	1467	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
BIJEODOL_00189	CDS	4821	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
BIJEODOL_00190	CDS	822		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
BIJEODOL_00191	CDS	381	crcB			Putative fluoride ion transporter CrcB
BIJEODOL_00192	CDS	1251	xseA	3.1.11.6		Exodeoxyribonuclease 7 large subunit
BIJEODOL_00193	CDS	669				hypothetical protein
BIJEODOL_00194	CDS	528				hypothetical protein
BIJEODOL_00195	CDS	558	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
BIJEODOL_00196	CDS	1209	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
BIJEODOL_00197	CDS	2340				hypothetical protein
BIJEODOL_00198	CDS	678				hypothetical protein
BIJEODOL_00199	CDS	351				hypothetical protein
BIJEODOL_00200	CDS	684				hypothetical protein
BIJEODOL_00201	CDS	696				hypothetical protein
BIJEODOL_00202	CDS	1917	menF	5.4.4.2		Isochorismate synthase MenF
BIJEODOL_00203	CDS	612				hypothetical protein
BIJEODOL_00204	CDS	663	recR		COG0353	Recombination protein RecR
BIJEODOL_00205	CDS	291			COG0718	Nucleoid-associated protein
BIJEODOL_00206	CDS	468				hypothetical protein
BIJEODOL_00207	CDS	819				hypothetical protein
BIJEODOL_00208	CDS	537				hypothetical protein
BIJEODOL_00209	CDS	816				hypothetical protein
BIJEODOL_00210	CDS	834				hypothetical protein
BIJEODOL_00211	CDS	930	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
BIJEODOL_00212	CDS	399				hypothetical protein
BIJEODOL_00213	CDS	372				hypothetical protein
BIJEODOL_00214	CDS	393				hypothetical protein
BIJEODOL_00215	CDS	1398	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
BIJEODOL_00216	CDS	837				hypothetical protein
BIJEODOL_00217	CDS	1107				hypothetical protein
BIJEODOL_00218	CDS	306				hypothetical protein
BIJEODOL_00219	CDS	891	mshD_1	2.3.1.189		Mycothiol acetyltransferase
BIJEODOL_00220	CDS	648				hypothetical protein
BIJEODOL_00221	CDS	1134	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
BIJEODOL_00222	CDS	444			COG2166	putative SufE-like protein
BIJEODOL_00223	CDS	861		2.8.1.1	COG2897	Thiosulfate sulfurtransferase
BIJEODOL_00224	CDS	441				hypothetical protein
BIJEODOL_00225	CDS	1335				hypothetical protein
BIJEODOL_00226	CDS	1434	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
BIJEODOL_00227	CDS	288			COG2852	putative protein
BIJEODOL_00228	CDS	2244	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
BIJEODOL_00229	CDS	666	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
BIJEODOL_00230	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
BIJEODOL_00231	CDS	471				hypothetical protein
BIJEODOL_00232	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
BIJEODOL_00233	CDS	726				hypothetical protein
BIJEODOL_00234	CDS	387	apaG		COG2967	Protein ApaG
BIJEODOL_00235	CDS	1062	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
BIJEODOL_00236	CDS	486	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
BIJEODOL_00237	CDS	477	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
BIJEODOL_00238	CDS	228				hypothetical protein
BIJEODOL_00239	CDS	198				hypothetical protein
BIJEODOL_00240	CDS	330				hypothetical protein
BIJEODOL_00241	CDS	1557	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
BIJEODOL_00242	CDS	1236		3.4.11.-	COG2309	Aminopeptidase T
BIJEODOL_00243	CDS	582				hypothetical protein
BIJEODOL_00244	CDS	726	rlmD	2.1.1.190		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
BIJEODOL_00245	CDS	591	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
BIJEODOL_00246	CDS	405				hypothetical protein
BIJEODOL_00247	CDS	819	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
BIJEODOL_00248	CDS	324				hypothetical protein
BIJEODOL_00249	CDS	270				hypothetical protein
BIJEODOL_00250	CDS	1926	speA	4.1.1.19		Biosynthetic arginine decarboxylase
BIJEODOL_00251	CDS	459				hypothetical protein
BIJEODOL_00252	CDS	837	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
BIJEODOL_00253	CDS	582				hypothetical protein
BIJEODOL_00254	CDS	402	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
BIJEODOL_00255	CDS	717				hypothetical protein
BIJEODOL_00256	CDS	999				hypothetical protein
BIJEODOL_00257	CDS	2013				hypothetical protein
BIJEODOL_00258	CDS	462				hypothetical protein
BIJEODOL_00259	CDS	450				hypothetical protein
BIJEODOL_00260	CDS	1119			COG0628	Putative transport protein
BIJEODOL_00261	tRNA	76				tRNA-Asp(gtc)
BIJEODOL_00262	rRNA	2632				23S ribosomal RNA
BIJEODOL_00263	tRNA	76				tRNA-Gly(gcc)
BIJEODOL_00264	CDS	1785				hypothetical protein
BIJEODOL_00265	CDS	2766	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
BIJEODOL_00266	CDS	1635	mdtD_1			Putative multidrug resistance protein MdtD
BIJEODOL_00267	CDS	507				hypothetical protein
BIJEODOL_00268	CDS	1149	yycB		COG2807	putative transporter YycB
BIJEODOL_00269	CDS	453	nudC_2	3.6.1.22		NADH pyrophosphatase
BIJEODOL_00270	CDS	1032	thiB		COG4143	Thiamine-binding periplasmic protein
BIJEODOL_00271	CDS	234				hypothetical protein
BIJEODOL_00272	CDS	273				hypothetical protein
BIJEODOL_00273	CDS	2163	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
BIJEODOL_00274	CDS	693	nagR_1		COG2188	HTH-type transcriptional repressor NagR
BIJEODOL_00275	CDS	300	moaA_1	4.1.99.22	COG2896	GTP 3',8-cyclase
BIJEODOL_00276	CDS	744	moaA_2	4.1.99.22	COG2896	GTP 3',8-cyclase
BIJEODOL_00277	CDS	1536				hypothetical protein
BIJEODOL_00278	CDS	966	ribY		COG0715	Riboflavin-binding protein RibY
BIJEODOL_00279	CDS	969				putative protein
BIJEODOL_00280	CDS	996	rbn	3.1.-.-	COG1234	Ribonuclease BN
BIJEODOL_00281	CDS	840				hypothetical protein
BIJEODOL_00282	CDS	330	isdG_1	1.14.14.18		Heme oxygenase (staphylobilin-producing)
BIJEODOL_00283	CDS	567				hypothetical protein
BIJEODOL_00284	CDS	537				hypothetical protein
BIJEODOL_00285	CDS	549				hypothetical protein
BIJEODOL_00286	CDS	702	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
BIJEODOL_00287	CDS	867	gnl	3.1.1.17		Gluconolactonase
BIJEODOL_00288	CDS	615	gpmB_1	5.4.2.-		phosphoglycerate mutase GpmB
BIJEODOL_00289	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
BIJEODOL_00290	CDS	1077			COG0683	Leu/Ile/Val-binding protein 
BIJEODOL_00291	CDS	858	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BIJEODOL_00292	CDS	1005				hypothetical protein
BIJEODOL_00293	CDS	873	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BIJEODOL_00294	CDS	708	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BIJEODOL_00295	CDS	708				hypothetical protein
BIJEODOL_00296	CDS	639				hypothetical protein
BIJEODOL_00297	CDS	2871	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
BIJEODOL_00298	CDS	891				hypothetical protein
BIJEODOL_00299	CDS	618	pdg			Ultraviolet N-glycosylase/AP lyase
BIJEODOL_00300	CDS	1221				hypothetical protein
BIJEODOL_00301	CDS	720				hypothetical protein
BIJEODOL_00302	CDS	354	tatA_1			Sec-independent protein translocase protein TatA
BIJEODOL_00303	tRNA	76				tRNA-Ala(ggc)
BIJEODOL_00304	CDS	639	gph_1	3.1.3.18		Phosphoglycolate phosphatase
BIJEODOL_00305	CDS	1389				hypothetical protein
BIJEODOL_00306	CDS	849	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
BIJEODOL_00307	CDS	297				hypothetical protein
BIJEODOL_00308	CDS	1473	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
BIJEODOL_00309	CDS	624	dck	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
BIJEODOL_00310	CDS	618	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
BIJEODOL_00311	CDS	255				hypothetical protein
BIJEODOL_00312	CDS	825				hypothetical protein
BIJEODOL_00313	CDS	207				hypothetical protein
BIJEODOL_00314	CDS	1821	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
BIJEODOL_00315	CDS	570	pgm_1	5.4.2.2	COG0033	Phosphoglucomutase
BIJEODOL_00316	CDS	1095	pgm_2	5.4.2.2	COG0033	Phosphoglucomutase
BIJEODOL_00317	CDS	396	rpsL		COG0048	30S ribosomal protein S12
BIJEODOL_00318	CDS	471	rpsG		COG0049	30S ribosomal protein S7
BIJEODOL_00319	CDS	2097	fusA_1		COG0480	Elongation factor G
BIJEODOL_00320	CDS	444				hypothetical protein
BIJEODOL_00321	CDS	1218	tufB_1		COG0050	Elongation factor Tu-B
BIJEODOL_00322	CDS	324	rpsJ		COG0051	30S ribosomal protein S10
BIJEODOL_00323	CDS	636	rplC		COG0087	50S ribosomal protein L3
BIJEODOL_00324	CDS	618	rplD		COG0088	50S ribosomal protein L4
BIJEODOL_00325	CDS	288	rplW		COG0089	50S ribosomal protein L23
BIJEODOL_00326	CDS	828	rplB		COG0090	50S ribosomal protein L2
BIJEODOL_00327	CDS	288	rpsS		COG0185	30S ribosomal protein S19
BIJEODOL_00328	CDS	405	rplV		COG0091	50S ribosomal protein L22
BIJEODOL_00329	CDS	750	rpsC		COG0092	30S ribosomal protein S3
BIJEODOL_00330	CDS	426	rplP		COG0197	50S ribosomal protein L16
BIJEODOL_00331	CDS	204	rpmC		COG0255	50S ribosomal protein L29
BIJEODOL_00332	CDS	291				hypothetical protein
BIJEODOL_00333	CDS	405	rplN		COG0093	50S ribosomal protein L14
BIJEODOL_00334	CDS	348	rplX		COG0198	50S ribosomal protein L24
BIJEODOL_00335	CDS	543	rplE		COG0094	50S ribosomal protein L5
BIJEODOL_00336	CDS	645				hypothetical protein
BIJEODOL_00337	CDS	993	mdh	1.1.1.37	COG0039	Malate dehydrogenase
BIJEODOL_00338	CDS	597	ddrD			DNA damage response protein D
BIJEODOL_00339	CDS	837	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
BIJEODOL_00340	CDS	306				hypothetical protein
BIJEODOL_00341	CDS	423				hypothetical protein
BIJEODOL_00342	CDS	972	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
BIJEODOL_00343	CDS	1557				hypothetical protein
BIJEODOL_00344	CDS	201				hypothetical protein
BIJEODOL_00345	CDS	1938	ubiD	4.1.1.98		3-octaprenyl-4-hydroxybenzoate carboxy-lyase
BIJEODOL_00346	CDS	636				hypothetical protein
BIJEODOL_00347	CDS	90				hypothetical protein
BIJEODOL_00348	CDS	1413		3.1.1.3		Lipase
BIJEODOL_00349	CDS	1344	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
BIJEODOL_00350	CDS	1569		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
BIJEODOL_00351	CDS	1797				hypothetical protein
BIJEODOL_00352	CDS	282				hypothetical protein
BIJEODOL_00353	CDS	1179		3.5.1.47		N-acetyldiaminopimelate deacetylase
BIJEODOL_00354	CDS	1188	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
BIJEODOL_00355	tRNA	83				tRNA-Leu(gag)
BIJEODOL_00356	CDS	276	rpsO		COG0184	30S ribosomal protein S15
BIJEODOL_00357	CDS	564				hypothetical protein
BIJEODOL_00358	CDS	1023				hypothetical protein
BIJEODOL_00359	CDS	600				hypothetical protein
BIJEODOL_00360	CDS	480	resA_2		COG0526	Thiol-disulfide oxidoreductase ResA
BIJEODOL_00361	CDS	1995	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
BIJEODOL_00362	CDS	507	ccmE			Cytochrome c-type biogenesis protein CcmE
BIJEODOL_00363	CDS	129				hypothetical protein
BIJEODOL_00364	CDS	711	ccmC		COG0755	Heme exporter protein C
BIJEODOL_00365	CDS	2466	lon1_1	3.4.21.53	COG0466	Lon protease 1
BIJEODOL_00366	CDS	1716				hypothetical protein
BIJEODOL_00367	CDS	648				hypothetical protein
BIJEODOL_00368	CDS	474				hypothetical protein
BIJEODOL_00369	CDS	2283	rnr_2	3.1.13.1	COG0557	Ribonuclease R
BIJEODOL_00370	CDS	1194				hypothetical protein
BIJEODOL_00371	CDS	786	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
BIJEODOL_00372	CDS	309				hypothetical protein
BIJEODOL_00373	CDS	522				hypothetical protein
BIJEODOL_00374	CDS	528				hypothetical protein
BIJEODOL_00375	CDS	867	ygfZ			tRNA-modifying protein YgfZ
BIJEODOL_00376	CDS	480				hypothetical protein
BIJEODOL_00377	CDS	432				hypothetical protein
BIJEODOL_00378	CDS	747	comEC_1		COG0658	ComE operon protein 3
