locus_tag	ftype	length_bp	gene	EC_number	COG	product
IKPCEBJP_00060	CDS	1185	xerC_1			Tyrosine recombinase XerC
IKPCEBJP_00061	CDS	450	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
IKPCEBJP_00062	CDS	243				hypothetical protein
IKPCEBJP_00063	CDS	1383	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
IKPCEBJP_00064	CDS	372				hypothetical protein
IKPCEBJP_00065	CDS	684				IS3 family transposase ISLla3
IKPCEBJP_00066	CDS	840				IS3 family transposase IS1069
IKPCEBJP_00067	CDS	291				IS3 family transposase IS1076
IKPCEBJP_00068	CDS	264	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
IKPCEBJP_00069	CDS	522				hypothetical protein
IKPCEBJP_00070	tRNA	75				tRNA-Lys(ctt)
IKPCEBJP_00071	CDS	1176	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
IKPCEBJP_00072	CDS	756	recO		COG1381	DNA repair protein RecO
IKPCEBJP_00073	CDS	174				hypothetical protein
IKPCEBJP_00074	CDS	1419	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
IKPCEBJP_00075	CDS	1599				hypothetical protein
IKPCEBJP_00076	CDS	981	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
IKPCEBJP_00077	CDS	1125	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
IKPCEBJP_00078	CDS	1002	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
IKPCEBJP_00079	CDS	846	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
IKPCEBJP_00080	CDS	651	yedJ		COG1418	putative protein YedJ
IKPCEBJP_00081	CDS	1026	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
IKPCEBJP_00082	CDS	438	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
IKPCEBJP_00083	CDS	1314	potE_1			Putrescine transporter PotE
IKPCEBJP_00084	CDS	351				hypothetical protein
IKPCEBJP_00085	CDS	996	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
IKPCEBJP_00086	CDS	813	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
IKPCEBJP_00087	CDS	1638	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
IKPCEBJP_00088	CDS	1281		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
IKPCEBJP_00089	CDS	834				hypothetical protein
IKPCEBJP_00090	CDS	468				Putative universal stress protein
IKPCEBJP_00091	CDS	198				hypothetical protein
IKPCEBJP_00092	CDS	621	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
IKPCEBJP_00093	CDS	1170	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
IKPCEBJP_00094	CDS	591				hypothetical protein
IKPCEBJP_00095	CDS	2148	lagD	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
IKPCEBJP_00096	CDS	1422	lcnD_1			Lactococcin A secretion protein LcnD
IKPCEBJP_00097	CDS	126				hypothetical protein
IKPCEBJP_00098	CDS	453				hypothetical protein
IKPCEBJP_00099	CDS	657				hypothetical protein
IKPCEBJP_00100	CDS	282				hypothetical protein
IKPCEBJP_00101	CDS	153				hypothetical protein
IKPCEBJP_00102	CDS	219	lcnD_2			Lactococcin A secretion protein LcnD
IKPCEBJP_00103	CDS	711				hypothetical protein
IKPCEBJP_00104	CDS	453				hypothetical protein
IKPCEBJP_00105	CDS	840				IS3 family transposase IS981
IKPCEBJP_00106	CDS	261				hypothetical protein
IKPCEBJP_00107	CDS	606				hypothetical protein
IKPCEBJP_00108	CDS	591				IS3 family transposase IS981
IKPCEBJP_00109	CDS	261				hypothetical protein
IKPCEBJP_00110	CDS	369				hypothetical protein
IKPCEBJP_00111	CDS	303				hypothetical protein
IKPCEBJP_00112	CDS	168				hypothetical protein
IKPCEBJP_00113	CDS	150	rpmGA_1			50S ribosomal protein L33 1
IKPCEBJP_00114	CDS	174	rpmF		COG0333	50S ribosomal protein L32
IKPCEBJP_00115	CDS	1782	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
IKPCEBJP_00116	CDS	786	spo0J		COG1475	Stage 0 sporulation protein J
IKPCEBJP_00117	CDS	1260			COG2256	putative AAA domain-containing protein
IKPCEBJP_00118	CDS	489				hypothetical protein
IKPCEBJP_00119	CDS	468				hypothetical protein
IKPCEBJP_00120	CDS	1554	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
IKPCEBJP_00121	CDS	285				hypothetical protein
IKPCEBJP_00122	CDS	489				hypothetical protein
IKPCEBJP_00123	CDS	954	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
IKPCEBJP_00124	CDS	753	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
IKPCEBJP_00125	CDS	957				hypothetical protein
IKPCEBJP_00126	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
IKPCEBJP_00127	CDS	936	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
IKPCEBJP_00128	CDS	456	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
IKPCEBJP_00129	CDS	996				hypothetical protein
IKPCEBJP_00130	CDS	624		3.1.3.-	COG1011	D-ribitol-5-phosphate phosphatase
IKPCEBJP_00131	CDS	1410	yhdG		COG0531	putative amino acid permease YhdG
IKPCEBJP_00132	CDS	642	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
IKPCEBJP_00133	CDS	492				hypothetical protein
IKPCEBJP_00134	CDS	645	azoR2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 2
IKPCEBJP_00135	CDS	2598	secA		COG0653	Protein translocase subunit SecA
IKPCEBJP_00136	CDS	1038	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
IKPCEBJP_00137	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
IKPCEBJP_00138	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
IKPCEBJP_00139	CDS	282				hypothetical protein
IKPCEBJP_00140	CDS	300			COG0718	Nucleoid-associated protein
IKPCEBJP_00141	tRNA	87				tRNA-Leu(aag)
IKPCEBJP_00142	CDS	936	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
IKPCEBJP_00143	CDS	321	gdx		COG2076	Guanidinium exporter
IKPCEBJP_00144	CDS	1164	tetA_1			Tetracycline resistance protein, class B
IKPCEBJP_00145	tRNA	87				tRNA-Ser(cga)
IKPCEBJP_00146	CDS	1197	argG	6.3.4.5		Argininosuccinate synthase
IKPCEBJP_00147	CDS	1380	argH	4.3.2.1	COG0165	Argininosuccinate lyase
IKPCEBJP_00148	CDS	1197	sbnD			Staphyloferrin B transporter
IKPCEBJP_00149	CDS	576				hypothetical protein
IKPCEBJP_00150	CDS	354	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
IKPCEBJP_00151	CDS	810	misCA		COG0706	Membrane protein insertase MisCA
IKPCEBJP_00152	CDS	915				hypothetical protein
IKPCEBJP_00153	CDS	135	rpmH		COG0230	50S ribosomal protein L34
IKPCEBJP_00154	CDS	207				hypothetical protein
IKPCEBJP_00155	CDS	660	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
IKPCEBJP_00156	CDS	321				hypothetical protein
IKPCEBJP_00157	CDS	228				hypothetical protein
IKPCEBJP_00158	CDS	546				hypothetical protein
IKPCEBJP_00159	CDS	681				hypothetical protein
IKPCEBJP_00160	CDS	291				IS3 family transposase IS1076
IKPCEBJP_00161	CDS	840				IS3 family transposase IS1069
IKPCEBJP_00162	CDS	558				hypothetical protein
IKPCEBJP_00163	CDS	819				IS3 family transposase ISLla3
IKPCEBJP_00164	CDS	840				IS3 family transposase IS1069
IKPCEBJP_00165	CDS	291				IS3 family transposase IS1076
IKPCEBJP_00166	CDS	267				hypothetical protein
IKPCEBJP_00167	CDS	432	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
IKPCEBJP_00168	CDS	324				hypothetical protein
IKPCEBJP_00169	CDS	552				Potassium channel
IKPCEBJP_00170	CDS	786	acr1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
IKPCEBJP_00171	CDS	246				hypothetical protein
IKPCEBJP_00172	CDS	786	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
IKPCEBJP_00173	CDS	546				hypothetical protein
IKPCEBJP_00174	CDS	1347	glgB_1	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
IKPCEBJP_00175	CDS	600	glgB_2	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
IKPCEBJP_00176	CDS	354				hypothetical protein
IKPCEBJP_00177	CDS	5952				hypothetical protein
IKPCEBJP_00178	tRNA	75				tRNA-Thr(cgt)
IKPCEBJP_00179	CDS	1149	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
IKPCEBJP_00180	CDS	693				hypothetical protein
IKPCEBJP_00181	CDS	1182	cntE			Staphylopine export protein
IKPCEBJP_00182	CDS	438	yccU		COG1832	putative protein YccU
IKPCEBJP_00183	CDS	792				hypothetical protein
IKPCEBJP_00184	CDS	210				hypothetical protein
IKPCEBJP_00185	CDS	240				hypothetical protein
IKPCEBJP_00186	CDS	1584				hypothetical protein
IKPCEBJP_00187	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
IKPCEBJP_00188	CDS	789	codY_1		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
IKPCEBJP_00189	CDS	306	gatC	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C
IKPCEBJP_00190	CDS	1461	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
IKPCEBJP_00191	CDS	603				hypothetical protein
IKPCEBJP_00192	CDS	1434	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
IKPCEBJP_00193	CDS	165				hypothetical protein
IKPCEBJP_00194	CDS	1500	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
IKPCEBJP_00195	CDS	1341	mepA_1		COG0534	Multidrug export protein MepA
IKPCEBJP_00196	CDS	198	cspC_1		COG1278	Cold shock protein CspC
IKPCEBJP_00197	CDS	534	yqgN		COG0212	putative protein YqgN
IKPCEBJP_00198	CDS	693				hypothetical protein
IKPCEBJP_00199	CDS	432				hypothetical protein
IKPCEBJP_00200	CDS	1053	eis	2.3.1.-		N-acetyltransferase Eis
IKPCEBJP_00201	CDS	1095				hypothetical protein
IKPCEBJP_00202	CDS	1485	celB		COG1455	PTS system cellobiose-specific EIIC component
IKPCEBJP_00203	CDS	207				hypothetical protein
IKPCEBJP_00204	CDS	195				hypothetical protein
IKPCEBJP_00205	CDS	1437	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
IKPCEBJP_00206	CDS	453	dut_1	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
IKPCEBJP_00207	CDS	1344	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
IKPCEBJP_00208	CDS	756				hypothetical protein
IKPCEBJP_00209	CDS	1098	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
IKPCEBJP_00210	CDS	612		1.-.-.-		Putative NAD(P)H nitroreductase
IKPCEBJP_00211	CDS	1011	hepT_1	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
IKPCEBJP_00212	CDS	906	menA_1	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
IKPCEBJP_00213	CDS	687				hypothetical protein
IKPCEBJP_00214	CDS	180				hypothetical protein
IKPCEBJP_00215	CDS	201				hypothetical protein
IKPCEBJP_00216	CDS	2130	feoB		COG0370	Fe(2+) transporter FeoB
IKPCEBJP_00217	CDS	459				hypothetical protein
IKPCEBJP_00218	CDS	429	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
IKPCEBJP_00219	CDS	1665				putative protein
IKPCEBJP_00220	CDS	369				putative protein
IKPCEBJP_00221	CDS	195	rpmB		COG0227	50S ribosomal protein L28
IKPCEBJP_00222	CDS	660				hypothetical protein
IKPCEBJP_00223	CDS	870	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
IKPCEBJP_00224	CDS	291				hypothetical protein
IKPCEBJP_00225	CDS	594	rfbC	5.1.3.-		Protein RmlC 
IKPCEBJP_00226	CDS	255				hypothetical protein
IKPCEBJP_00227	CDS	1050	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
IKPCEBJP_00228	CDS	900	strL	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
IKPCEBJP_00229	CDS	1209				hypothetical protein
IKPCEBJP_00230	CDS	960				hypothetical protein
IKPCEBJP_00231	CDS	810				hypothetical protein
IKPCEBJP_00232	CDS	1197	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IKPCEBJP_00233	CDS	336				hypothetical protein
IKPCEBJP_00234	CDS	993				hypothetical protein
IKPCEBJP_00235	CDS	975				hypothetical protein
IKPCEBJP_00236	CDS	1770				hypothetical protein
IKPCEBJP_00237	CDS	1545				hypothetical protein
IKPCEBJP_00238	CDS	726	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IKPCEBJP_00239	CDS	366				hypothetical protein
IKPCEBJP_00240	CDS	942	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
IKPCEBJP_00241	CDS	1428	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
IKPCEBJP_00242	CDS	1140	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
IKPCEBJP_00243	CDS	837				hypothetical protein
IKPCEBJP_00244	CDS	1002				hypothetical protein
IKPCEBJP_00245	CDS	858	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IKPCEBJP_00246	CDS	1227				hypothetical protein
IKPCEBJP_00247	CDS	429	tarD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
IKPCEBJP_00248	CDS	513				hypothetical protein
IKPCEBJP_00249	CDS	1482	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
IKPCEBJP_00250	CDS	1206	yqeH		COG1161	putative protein YqeH
IKPCEBJP_00251	CDS	354				hypothetical protein
IKPCEBJP_00252	CDS	1245	hflX		COG2262	GTPase HflX
IKPCEBJP_00253	CDS	315	yhbY		COG1534	RNA-binding protein YhbY
IKPCEBJP_00254	CDS	612	nadD_1	2.7.7.18		putative nicotinate-nucleotide adenylyltransferase
IKPCEBJP_00255	CDS	591				hypothetical protein
IKPCEBJP_00256	CDS	426				hypothetical protein
IKPCEBJP_00257	CDS	360	rsfS		COG0799	Ribosomal silencing factor RsfS
IKPCEBJP_00258	CDS	735	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
IKPCEBJP_00259	CDS	1170	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
IKPCEBJP_00260	CDS	426				hypothetical protein
IKPCEBJP_00261	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
IKPCEBJP_00262	CDS	642				hypothetical protein
IKPCEBJP_00263	CDS	660	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
IKPCEBJP_00264	CDS	219				hypothetical protein
IKPCEBJP_00265	CDS	177				hypothetical protein
IKPCEBJP_00266	CDS	237				hypothetical protein
IKPCEBJP_00267	CDS	546				hypothetical protein
IKPCEBJP_00268	CDS	1422	bmr3			Multidrug resistance protein 3
IKPCEBJP_00269	CDS	363	adhR_1		COG0789	HTH-type transcriptional regulator AdhR
IKPCEBJP_00270	CDS	177	rpsU		COG0828	30S ribosomal protein S21
IKPCEBJP_00271	CDS	2412				hypothetical protein
IKPCEBJP_00272	CDS	600				hypothetical protein
IKPCEBJP_00273	CDS	450				hypothetical protein
IKPCEBJP_00274	CDS	813		3.1.3.-	COG0561	Putative phosphatase
IKPCEBJP_00275	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
IKPCEBJP_00276	CDS	987	dhaQ		COG2376	DhaKLM operon coactivator DhaQ
IKPCEBJP_00277	CDS	543	dhaS			HTH-type dhaKLM operon transcriptional activator DhaS
IKPCEBJP_00278	CDS	999	dhaK	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
IKPCEBJP_00279	CDS	579	dhaL	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
IKPCEBJP_00280	CDS	372	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
IKPCEBJP_00281	CDS	717	glpF_1		COG0580	Glycerol uptake facilitator protein
IKPCEBJP_00282	CDS	1380	pepDA_1	3.4.-.-	COG4690	Dipeptidase A
IKPCEBJP_00283	CDS	648	slmA_1			Nucleoid occlusion factor SlmA
IKPCEBJP_00284	CDS	747	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
IKPCEBJP_00285	CDS	1143	lnrN		COG0842	Linearmycin resistance permease protein LnrN
IKPCEBJP_00286	CDS	1170	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
IKPCEBJP_00287	CDS	1923	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
IKPCEBJP_00288	tRNA	87				tRNA-Leu(aag)
IKPCEBJP_00289	CDS	1272	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
IKPCEBJP_00290	CDS	828	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
IKPCEBJP_00291	CDS	414				hypothetical protein
IKPCEBJP_00292	CDS	1836			COG1132	putative ABC transporter ATP-binding protein
IKPCEBJP_00293	CDS	696			COG1132	putative ABC transporter ATP-binding protein
IKPCEBJP_00294	CDS	1185		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
IKPCEBJP_00295	CDS	654				hypothetical protein
IKPCEBJP_00296	CDS	1020	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
IKPCEBJP_00297	CDS	168				hypothetical protein
IKPCEBJP_00298	CDS	477	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
IKPCEBJP_00299	CDS	465				hypothetical protein
IKPCEBJP_00300	CDS	846		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
IKPCEBJP_00301	CDS	513	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
IKPCEBJP_00302	CDS	549				hypothetical protein
IKPCEBJP_00303	CDS	285				hypothetical protein
IKPCEBJP_00304	CDS	1320		3.2.1.17		Muramidase-2
IKPCEBJP_00305	CDS	2244	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
IKPCEBJP_00306	CDS	600				hypothetical protein
IKPCEBJP_00307	CDS	507				hypothetical protein
IKPCEBJP_00308	CDS	1269	eno_1	4.2.1.11	COG0148	Enolase
IKPCEBJP_00309	tRNA	88				tRNA-Ser(gga)
IKPCEBJP_00310	CDS	834	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
IKPCEBJP_00311	CDS	867	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
IKPCEBJP_00312	CDS	801	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
IKPCEBJP_00313	CDS	612				hypothetical protein
IKPCEBJP_00314	CDS	771	dapH	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
IKPCEBJP_00315	CDS	1155		3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
IKPCEBJP_00316	CDS	1119				hypothetical protein
IKPCEBJP_00317	tRNA	74				tRNA-Arg(acg)
IKPCEBJP_00318	tRNA	74				tRNA-Pro(tgg)
IKPCEBJP_00319	CDS	108				hypothetical protein
IKPCEBJP_00320	CDS	612	rpsD		COG0522	30S ribosomal protein S4
IKPCEBJP_00321	CDS	2139	yhgF		COG2183	Protein YhgF
IKPCEBJP_00322	CDS	444				Protein SprT-like protein
IKPCEBJP_00323	CDS	1035	add	3.5.4.4	COG1816	Adenosine deaminase
IKPCEBJP_00324	CDS	219				hypothetical protein
IKPCEBJP_00325	CDS	414				hypothetical protein
IKPCEBJP_00326	CDS	1683	rnj1	3.1.-.-		Ribonuclease J 1
IKPCEBJP_00327	CDS	249				hypothetical protein
IKPCEBJP_00328	CDS	726	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
IKPCEBJP_00329	CDS	570	ypeA	2.3.1.-		Acetyltransferase YpeA
IKPCEBJP_00330	CDS	471				hypothetical protein
IKPCEBJP_00331	CDS	1041	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
IKPCEBJP_00332	CDS	201				hypothetical protein
IKPCEBJP_00333	CDS	138				hypothetical protein
IKPCEBJP_00334	CDS	762				hypothetical protein
IKPCEBJP_00335	CDS	1050				hypothetical protein
IKPCEBJP_00336	CDS	741	glnQ			Glutamine transport ATP-binding protein GlnQ
IKPCEBJP_00337	CDS	813				hypothetical protein
IKPCEBJP_00338	CDS	810	phnE		COG3639	Phosphate-import permease protein PhnE
IKPCEBJP_00339	CDS	1560	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
IKPCEBJP_00340	CDS	120				hypothetical protein
IKPCEBJP_00341	CDS	483	tpx	1.11.1.15	COG2077	Thiol peroxidase
IKPCEBJP_00342	CDS	2541	pepN	3.4.11.2	COG0308	Aminopeptidase N
IKPCEBJP_00343	CDS	1194	tetA_2			Tetracycline resistance protein, class C
IKPCEBJP_00344	CDS	474	pchR			HTH-type transcriptional regulator PchR
IKPCEBJP_00345	CDS	1278	fieF			Ferrous-iron efflux pump FieF
IKPCEBJP_00346	CDS	351				hypothetical protein
IKPCEBJP_00347	CDS	1722			COG1132	putative ABC transporter ATP-binding protein
IKPCEBJP_00348	CDS	1995	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IKPCEBJP_00349	CDS	1266	murA1_1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
IKPCEBJP_00350	CDS	219				hypothetical protein
IKPCEBJP_00351	CDS	357				hypothetical protein
IKPCEBJP_00352	CDS	549	bioY2		COG1268	Biotin transporter BioY2
IKPCEBJP_00353	CDS	477				hypothetical protein
IKPCEBJP_00354	CDS	549	thiT		COG3859	Thiamine transporter ThiT
IKPCEBJP_00355	CDS	861	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
IKPCEBJP_00356	CDS	861	metQ_2		COG1464	putative D-methionine-binding lipoprotein MetQ
IKPCEBJP_00357	CDS	861	metQ_3		COG1464	D-methionine-binding lipoprotein MetQ
IKPCEBJP_00358	CDS	861	metQ_4		COG1464	D-methionine-binding lipoprotein MetQ
IKPCEBJP_00359	CDS	1107	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
IKPCEBJP_00360	CDS	696	metP		COG2011	Methionine import system permease protein MetP
IKPCEBJP_00361	CDS	549				hypothetical protein
IKPCEBJP_00362	CDS	1698	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
