locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCJLMEGC_00154	CDS	1521	mhpA	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
LCJLMEGC_00155	CDS	951				hypothetical protein
LCJLMEGC_00156	CDS	2463	leuS	6.1.1.4		Leucine--tRNA ligase
LCJLMEGC_00157	CDS	1314	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
LCJLMEGC_00158	tRNA	75				tRNA-Met(cat)
LCJLMEGC_00159	tRNA	79				tRNA-Met(cat)
LCJLMEGC_00160	CDS	195				hypothetical protein
LCJLMEGC_00161	CDS	351				hypothetical protein
LCJLMEGC_00162	CDS	429				hypothetical protein
LCJLMEGC_00163	CDS	540				hypothetical protein
LCJLMEGC_00164	CDS	309				hypothetical protein
LCJLMEGC_00165	CDS	1668	pfp_1	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
LCJLMEGC_00166	CDS	828				hypothetical protein
LCJLMEGC_00167	CDS	1029				hypothetical protein
LCJLMEGC_00168	CDS	372				hypothetical protein
LCJLMEGC_00169	CDS	504				hypothetical protein
LCJLMEGC_00170	CDS	588				hypothetical protein
LCJLMEGC_00171	CDS	336				hypothetical protein
LCJLMEGC_00172	CDS	303				hypothetical protein
LCJLMEGC_00173	CDS	165				hypothetical protein
LCJLMEGC_00174	CDS	795				hypothetical protein
LCJLMEGC_00175	CDS	1005	AAH1	3.5.4.2		Adenine deaminase
LCJLMEGC_00176	CDS	1269	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
LCJLMEGC_00177	CDS	741	guaB_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
LCJLMEGC_00178	CDS	264	guaB_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
LCJLMEGC_00179	CDS	465				hypothetical protein
LCJLMEGC_00180	CDS	381				hypothetical protein
LCJLMEGC_00181	CDS	1236				hypothetical protein
LCJLMEGC_00182	CDS	855				hypothetical protein
LCJLMEGC_00183	CDS	267				hypothetical protein
LCJLMEGC_00184	CDS	351				hypothetical protein
LCJLMEGC_00185	CDS	555				hypothetical protein
LCJLMEGC_00186	CDS	1365	accC	6.3.4.14	COG0439	Biotin carboxylase
LCJLMEGC_00187	CDS	504	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
LCJLMEGC_00188	CDS	558	efp_1		COG0231	Elongation factor P
LCJLMEGC_00189	CDS	690	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
LCJLMEGC_00190	CDS	1173	smc			Chromosome partition protein Smc
LCJLMEGC_00191	CDS	801				hypothetical protein
LCJLMEGC_00192	CDS	1293				hypothetical protein
LCJLMEGC_00193	CDS	3429				hypothetical protein
LCJLMEGC_00194	CDS	1359				hypothetical protein
LCJLMEGC_00195	CDS	681	artM		COG1126	Arginine transport ATP-binding protein ArtM
LCJLMEGC_00196	CDS	654	yecS		COG0765	L-cystine transport system permease protein YecS
LCJLMEGC_00197	CDS	444	argR		COG1438	Arginine repressor
LCJLMEGC_00198	CDS	1035	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
LCJLMEGC_00199	CDS	1599	oppA_1		COG4166	Oligopeptide-binding protein OppA
LCJLMEGC_00200	CDS	1584	oppA_2		COG4166	Oligopeptide-binding protein OppA
LCJLMEGC_00201	CDS	1308	oppA_3		COG4166	Oligopeptide-binding protein OppA
LCJLMEGC_00202	CDS	1587	dppE		COG4166	Dipeptide-binding protein DppE
LCJLMEGC_00203	CDS	945	oppB		COG0601	Oligopeptide transport system permease protein OppB
LCJLMEGC_00204	CDS	855	oppC		COG1173	Oligopeptide transport system permease protein OppC
LCJLMEGC_00205	CDS	855	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
LCJLMEGC_00206	CDS	789	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
LCJLMEGC_00207	CDS	798				hypothetical protein
LCJLMEGC_00208	CDS	750				hypothetical protein
LCJLMEGC_00209	CDS	1413	yflS		COG0471	Putative malate transporter YflS
LCJLMEGC_00210	CDS	1653	pfp_2	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
LCJLMEGC_00211	CDS	240				hypothetical protein
LCJLMEGC_00212	CDS	948				hypothetical protein
LCJLMEGC_00213	CDS	297				hypothetical protein
LCJLMEGC_00214	CDS	1176				hypothetical protein
LCJLMEGC_00215	CDS	1215				hypothetical protein
LCJLMEGC_00216	CDS	1260				hypothetical protein
LCJLMEGC_00217	CDS	438				hypothetical protein
LCJLMEGC_00218	CDS	669				queuosine precursor transporter
LCJLMEGC_00219	CDS	468				hypothetical protein
LCJLMEGC_00220	CDS	1119	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
LCJLMEGC_00221	CDS	546				hypothetical protein
LCJLMEGC_00222	CDS	411				hypothetical protein
LCJLMEGC_00223	CDS	342				hypothetical protein
LCJLMEGC_00224	CDS	381				hypothetical protein
LCJLMEGC_00225	CDS	243				hypothetical protein
LCJLMEGC_00226	CDS	672				hypothetical protein
LCJLMEGC_00227	CDS	405				hypothetical protein
LCJLMEGC_00228	CDS	411	bdbC			disulfide formation protein
LCJLMEGC_00229	CDS	702				hypothetical protein
LCJLMEGC_00230	CDS	1236				hypothetical protein
LCJLMEGC_00231	CDS	681				hypothetical protein
LCJLMEGC_00232	CDS	708	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
LCJLMEGC_00233	tRNA	74				tRNA-Ile(gat)
LCJLMEGC_00234	tRNA	73				tRNA-Ala(tgc)
LCJLMEGC_00235	CDS	894	mtnN	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
LCJLMEGC_00236	CDS	696				hypothetical protein
LCJLMEGC_00237	CDS	765	kdsB	2.7.7.90	COG1212	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
LCJLMEGC_00238	CDS	1614	pyrG	6.3.4.2	COG0504	CTP synthase
LCJLMEGC_00239	CDS	456	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
LCJLMEGC_00240	CDS	1539	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
LCJLMEGC_00241	CDS	777	nagB	3.5.99.6		Glucosamine-6-phosphate deaminase
LCJLMEGC_00242	CDS	1155				hypothetical protein
LCJLMEGC_00243	CDS	1155				hypothetical protein
LCJLMEGC_00244	CDS	435				hypothetical protein
LCJLMEGC_00245	CDS	426				hypothetical protein
LCJLMEGC_00246	CDS	642	adk	2.7.4.3		Adenylate kinase
LCJLMEGC_00247	CDS	858	ykfC	3.4.14.13	COG0791	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
LCJLMEGC_00248	CDS	405	rpsI		COG0103	30S ribosomal protein S9
LCJLMEGC_00249	CDS	450	rplM		COG0102	50S ribosomal protein L13
LCJLMEGC_00250	CDS	681	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
LCJLMEGC_00251	CDS	1512				hypothetical protein
LCJLMEGC_00252	CDS	159	rpmG		COG0267	50S ribosomal protein L33
LCJLMEGC_00253	CDS	1407	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
LCJLMEGC_00254	CDS	435				hypothetical protein
LCJLMEGC_00255	CDS	510				hypothetical protein
LCJLMEGC_00256	CDS	807				hypothetical protein
LCJLMEGC_00257	CDS	840				hypothetical protein
LCJLMEGC_00258	CDS	870				hypothetical protein
LCJLMEGC_00259	CDS	864				hypothetical protein
LCJLMEGC_00260	CDS	549				hypothetical protein
LCJLMEGC_00261	tRNA	84				tRNA-Tyr(gta)
LCJLMEGC_00262	tRNA	75				tRNA-Thr(tgt)
LCJLMEGC_00263	CDS	501				hypothetical protein
LCJLMEGC_00264	CDS	735	ttcA	2.8.1.-		tRNA-cytidine(32) 2-sulfurtransferase
LCJLMEGC_00265	CDS	837	surE	3.1.3.5		5'/3'-nucleotidase SurE
LCJLMEGC_00266	tRNA	75				tRNA-Val(tac)
LCJLMEGC_00267	tRNA	76				tRNA-Asp(gtc)
LCJLMEGC_00268	CDS	891				hypothetical protein
LCJLMEGC_00269	CDS	579	bsdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
LCJLMEGC_00270	CDS	894	COQ2	2.5.1.39		4-hydroxybenzoate polyprenyltransferase, mitochondrial
LCJLMEGC_00271	CDS	696				hypothetical protein
LCJLMEGC_00272	CDS	99				hypothetical protein
LCJLMEGC_00273	CDS	783				hypothetical protein
LCJLMEGC_00274	CDS	387				hypothetical protein
LCJLMEGC_00275	CDS	978				hypothetical protein
LCJLMEGC_00276	CDS	861	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
LCJLMEGC_00277	CDS	732				hypothetical protein
LCJLMEGC_00278	CDS	897				hypothetical protein
LCJLMEGC_00279	CDS	621	tmk	2.7.4.9	COG0125	Thymidylate kinase
LCJLMEGC_00280	CDS	2505	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
LCJLMEGC_00281	CDS	2418	gyrB_1	5.6.2.2	COG0187	DNA gyrase subunit B
LCJLMEGC_00282	CDS	348				hypothetical protein
LCJLMEGC_00283	CDS	510				hypothetical protein
LCJLMEGC_00284	CDS	819	metQ		COG1464	Methionine-binding lipoprotein MetQ
LCJLMEGC_00285	CDS	666	metP		COG2011	Methionine import system permease protein MetP
LCJLMEGC_00286	CDS	1026	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
LCJLMEGC_00287	CDS	1050	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
LCJLMEGC_00288	CDS	1407	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
LCJLMEGC_00289	CDS	969				hypothetical protein
LCJLMEGC_00290	CDS	498				hypothetical protein
LCJLMEGC_00291	CDS	1455				hypothetical protein
LCJLMEGC_00292	CDS	1476			COG2239	Magnesium transporter MgtE
LCJLMEGC_00293	CDS	2136				hypothetical protein
LCJLMEGC_00294	CDS	1149				hypothetical protein
LCJLMEGC_00295	CDS	1188	gltT			Proton/sodium-glutamate symport protein
LCJLMEGC_00296	CDS	1485				hypothetical protein
LCJLMEGC_00297	CDS	531				hypothetical protein
LCJLMEGC_00298	CDS	612				hypothetical protein
LCJLMEGC_00299	CDS	2778				hypothetical protein
LCJLMEGC_00300	CDS	414	glxR		COG0664	CRP-like cAMP-activated global transcriptional regulator
LCJLMEGC_00301	CDS	240	acpP		COG0236	Acyl carrier protein
LCJLMEGC_00302	CDS	747	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LCJLMEGC_00303	CDS	927	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
LCJLMEGC_00304	CDS	1008	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
LCJLMEGC_00305	CDS	603	recR		COG0353	Recombination protein RecR
LCJLMEGC_00306	CDS	2364	bamA		COG4775	Outer membrane protein assembly factor BamA
LCJLMEGC_00307	CDS	516				hypothetical protein
LCJLMEGC_00308	CDS	1083	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
LCJLMEGC_00309	CDS	1041				hypothetical protein
LCJLMEGC_00310	CDS	1029	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
LCJLMEGC_00311	CDS	987		1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
LCJLMEGC_00312	CDS	1290	pdhC_1	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
LCJLMEGC_00313	CDS	2475	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
LCJLMEGC_00314	CDS	366				hypothetical protein
LCJLMEGC_00315	CDS	1383	dnaA_1		COG0593	Chromosomal replication initiator protein DnaA
LCJLMEGC_00316	CDS	2388	yidC			Membrane protein insertase YidC
LCJLMEGC_00317	CDS	867	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
LCJLMEGC_00318	CDS	456				hypothetical protein
LCJLMEGC_00319	CDS	369	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
LCJLMEGC_00320	CDS	936	trxB	1.8.1.9	COG0492	Thioredoxin reductase
LCJLMEGC_00321	CDS	1743	rpsA		COG0539	30S ribosomal protein S1
LCJLMEGC_00322	CDS	1305	nusA		COG0195	Transcription termination/antitermination protein NusA
LCJLMEGC_00323	CDS	2673	infB			Translation initiation factor IF-2
LCJLMEGC_00324	CDS	363	rbfA		COG0858	30S ribosome-binding factor
LCJLMEGC_00325	CDS	714	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
LCJLMEGC_00326	CDS	921	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
LCJLMEGC_00327	CDS	1095	ychF		COG0012	Ribosome-binding ATPase YchF
LCJLMEGC_00328	CDS	1083	yscU			Yop proteins translocation protein U
LCJLMEGC_00329	CDS	2133	mxiA		COG4789	Protein MxiA
LCJLMEGC_00330	CDS	1200				hypothetical protein
LCJLMEGC_00331	CDS	444				hypothetical protein
LCJLMEGC_00332	CDS	1581	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
LCJLMEGC_00333	CDS	270	rpmB		COG0227	50S ribosomal protein L28
LCJLMEGC_00334	CDS	1755		4.1.1.61	COG0043	4-hydroxybenzoate decarboxylase subunit C
LCJLMEGC_00335	CDS	1062	clsA	2.7.8.-		Cardiolipin synthase A
LCJLMEGC_00336	CDS	477				hypothetical protein
LCJLMEGC_00337	CDS	1740				hypothetical protein
LCJLMEGC_00338	CDS	294				hypothetical protein
LCJLMEGC_00339	CDS	516				hypothetical protein
LCJLMEGC_00340	CDS	861	folD			Bifunctional protein FolD protein
LCJLMEGC_00341	CDS	945	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
LCJLMEGC_00342	CDS	456	smpB		COG0691	SsrA-binding protein
LCJLMEGC_00343	CDS	1101	dnaN		COG0592	Beta sliding clamp
LCJLMEGC_00344	CDS	96				hypothetical protein
LCJLMEGC_00345	CDS	612	recF_1		COG1195	DNA replication and repair protein RecF
LCJLMEGC_00346	CDS	294	recF_2			DNA replication and repair protein RecF
LCJLMEGC_00347	CDS	444				hypothetical protein
LCJLMEGC_00348	CDS	564				hypothetical protein
LCJLMEGC_00349	CDS	1866				hypothetical protein
LCJLMEGC_00350	CDS	1140	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
LCJLMEGC_00351	CDS	975				hypothetical protein
LCJLMEGC_00352	CDS	1347	mntC		COG1108	Manganese transport system membrane protein MntC
LCJLMEGC_00353	CDS	780	mntB		COG1121	Manganese transport system ATP-binding protein MntB
LCJLMEGC_00354	CDS	972	mntA		COG0803	Manganese-binding lipoprotein MntA
LCJLMEGC_00355	CDS	507				hypothetical protein
LCJLMEGC_00356	CDS	1548	tlcA_1		COG3202	ADP,ATP carrier protein 1
LCJLMEGC_00357	CDS	1260				hypothetical protein
LCJLMEGC_00358	CDS	1344				hypothetical protein
LCJLMEGC_00359	CDS	1302				hypothetical protein
LCJLMEGC_00360	CDS	336				hypothetical protein
LCJLMEGC_00361	CDS	852				hypothetical protein
LCJLMEGC_00362	CDS	1809	lepA	3.6.5.-	COG0481	Elongation factor 4
LCJLMEGC_00363	CDS	1440	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
LCJLMEGC_00364	CDS	1239	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
LCJLMEGC_00365	CDS	324				hypothetical protein
LCJLMEGC_00366	CDS	774	sigD		COG1191	RNA polymerase sigma-D factor
LCJLMEGC_00367	CDS	1749				hypothetical protein
LCJLMEGC_00368	tRNA	75				tRNA-Pro(tgg)
LCJLMEGC_00369	CDS	276				hypothetical protein
LCJLMEGC_00370	CDS	1035				hypothetical protein
LCJLMEGC_00371	CDS	468				hypothetical protein
LCJLMEGC_00372	CDS	738				hypothetical protein
LCJLMEGC_00373	CDS	321				hypothetical protein
LCJLMEGC_00374	CDS	1215				hypothetical protein
LCJLMEGC_00375	CDS	1116				hypothetical protein
LCJLMEGC_00376	CDS	360				hypothetical protein
LCJLMEGC_00377	CDS	318				hypothetical protein
LCJLMEGC_00378	CDS	1842	ispG	1.17.7.3		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
LCJLMEGC_00379	CDS	747				hypothetical protein
LCJLMEGC_00380	CDS	498				hypothetical protein
LCJLMEGC_00381	CDS	444				hypothetical protein
LCJLMEGC_00382	CDS	1095				hypothetical protein
LCJLMEGC_00383	CDS	2727	kgd	2.2.1.5	COG0508	Multifunctional 2-oxoglutarate metabolism enzyme
LCJLMEGC_00384	CDS	447				hypothetical protein
