locus_tag	ftype	length_bp	gene	EC_number	COG	product
LPKLADBE_00180	CDS	579	lptC		COG3117	Lipopolysaccharide export system protein LptC
LPKLADBE_00181	CDS	795	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
LPKLADBE_00182	CDS	786	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
LPKLADBE_00183	CDS	507	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
LPKLADBE_00184	CDS	639	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
LPKLADBE_00185	CDS	378				hypothetical protein
LPKLADBE_00186	CDS	258			COG5007	putative protein
LPKLADBE_00187	CDS	1278	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
LPKLADBE_00188	CDS	1977	rnb	3.1.13.1	COG4776	Exoribonuclease 2
LPKLADBE_00189	CDS	783	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
LPKLADBE_00190	CDS	756			COG0327	GTP cyclohydrolase 1 type 2 
LPKLADBE_00191	CDS	630	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
LPKLADBE_00192	CDS	426	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
LPKLADBE_00193	CDS	687	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
LPKLADBE_00194	CDS	672	neuA_1	2.7.7.43	COG1083	N-acylneuraminate cytidylyltransferase
LPKLADBE_00195	CDS	1239				hypothetical protein
LPKLADBE_00196	CDS	1506	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
LPKLADBE_00197	CDS	963	prfB		COG1186	Peptide chain release factor RF2
LPKLADBE_00198	CDS	684	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
LPKLADBE_00199	CDS	1722	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
LPKLADBE_00200	CDS	669				hypothetical protein
LPKLADBE_00201	CDS	690	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
LPKLADBE_00202	CDS	1485	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
LPKLADBE_00203	CDS	1107	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
LPKLADBE_00204	CDS	1071	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
LPKLADBE_00205	CDS	351	frdD		COG3080	Fumarate reductase subunit D
LPKLADBE_00206	CDS	399	frdC		COG3029	Fumarate reductase subunit C
LPKLADBE_00207	CDS	771	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
LPKLADBE_00208	CDS	1800	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
LPKLADBE_00209	CDS	972	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
LPKLADBE_00210	CDS	1029			COG1840	putative protein
LPKLADBE_00211	CDS	2607	acnB	4.2.1.3	COG1049	Aconitate hydratase B
LPKLADBE_00212	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
LPKLADBE_00213	CDS	603	recR		COG0353	Recombination protein RecR
LPKLADBE_00214	CDS	1953	topB	5.6.2.1	COG0550	DNA topoisomerase 3
LPKLADBE_00215	CDS	348	secG		COG1314	Protein-export membrane protein SecG
LPKLADBE_00216	tRNA	86				tRNA-Leu(gag)
LPKLADBE_00217	CDS	552	algU		COG1595	RNA polymerase sigma-H factor
LPKLADBE_00218	CDS	201				hypothetical protein
LPKLADBE_00219	CDS	720				hypothetical protein
LPKLADBE_00220	CDS	924				hypothetical protein
LPKLADBE_00221	CDS	333				hypothetical protein
LPKLADBE_00222	CDS	450				hypothetical protein
LPKLADBE_00223	CDS	672	qseB			Transcriptional regulatory protein QseB
LPKLADBE_00224	CDS	1374	qseC	2.7.13.3		Sensor protein QseC
LPKLADBE_00225	CDS	210	mopII			Molybdenum-pterin-binding protein 2
LPKLADBE_00226	CDS	483	smpB		COG0691	SsrA-binding protein
LPKLADBE_00227	CDS	1527	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
LPKLADBE_00228	CDS	711	arcA		COG0745	Aerobic respiration control protein ArcA
LPKLADBE_00229	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
LPKLADBE_00230	CDS	267	rpmE2		COG0254	50S ribosomal protein L31 type B
LPKLADBE_00231	CDS	1743	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
LPKLADBE_00232	CDS	1602	purH		COG0138	Bifunctional purine biosynthesis protein PurH
LPKLADBE_00233	CDS	1587				hypothetical protein
LPKLADBE_00234	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
LPKLADBE_00235	CDS	1263	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
LPKLADBE_00236	CDS	972	secF		COG0341	Protein translocase subunit SecF
LPKLADBE_00237	CDS	1851	secD		COG0342	Protein translocase subunit SecD
LPKLADBE_00238	CDS	297	yajC		COG1862	Sec translocon accessory complex subunit YajC
LPKLADBE_00239	CDS	1158	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
LPKLADBE_00240	CDS	1350	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
LPKLADBE_00241	CDS	756	cof	3.6.1.-		HMP-PP phosphatase
LPKLADBE_00242	CDS	1092	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
LPKLADBE_00243	CDS	1371				hypothetical protein
LPKLADBE_00244	CDS	2127				hypothetical protein
LPKLADBE_00245	CDS	888	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
LPKLADBE_00246	CDS	1599	dppA		COG0747	Periplasmic dipeptide transport protein
LPKLADBE_00247	CDS	1005	dppB		COG0601	Dipeptide transport system permease protein DppB
LPKLADBE_00248	CDS	894	dppC		COG1173	Dipeptide transport system permease protein DppC
LPKLADBE_00249	CDS	999	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
LPKLADBE_00250	CDS	981	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
LPKLADBE_00251	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
LPKLADBE_00252	CDS	792	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
LPKLADBE_00253	CDS	1596				hypothetical protein
LPKLADBE_00254	CDS	948	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
LPKLADBE_00255	CDS	888	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
LPKLADBE_00256	CDS	618	lolB		COG3017	Outer-membrane lipoprotein LolB
LPKLADBE_00257	CDS	1236	cca		COG0617	Multifunctional CCA protein
LPKLADBE_00258	CDS	612				hypothetical protein
LPKLADBE_00259	CDS	1263				hypothetical protein
LPKLADBE_00260	CDS	681				hypothetical protein
LPKLADBE_00261	CDS	1071				hypothetical protein
LPKLADBE_00262	CDS	1380	radA	3.6.4.-	COG1066	DNA repair protein RadA
LPKLADBE_00263	CDS	354				hypothetical protein
LPKLADBE_00264	CDS	480	lrp		COG1522	Leucine-responsive regulatory protein
LPKLADBE_00265	CDS	2793				hypothetical protein
LPKLADBE_00266	CDS	618	lolA		COG2834	Outer-membrane lipoprotein carrier protein
LPKLADBE_00267	CDS	1338	rarA		COG2256	Replication-associated recombination protein A
LPKLADBE_00268	CDS	1287	serS	6.1.1.11	COG0172	Serine--tRNA ligase
LPKLADBE_00269	CDS	894	cdd	3.5.4.5	COG0295	Cytidine deaminase
LPKLADBE_00270	CDS	1047	potD_1		COG0687	Spermidine/putrescine-binding periplasmic protein
LPKLADBE_00271	CDS	1047	potD_2		COG0687	Spermidine/putrescine-binding periplasmic protein
LPKLADBE_00272	CDS	768	ydcV			Inner membrane ABC transporter permease protein YdcV
LPKLADBE_00273	CDS	855	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
LPKLADBE_00274	CDS	1113	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
LPKLADBE_00275	CDS	1239	pepT	3.4.11.4	COG2195	Peptidase T
LPKLADBE_00276	CDS	2655			COG3008	putative protein
LPKLADBE_00277	CDS	1257	yebS		COG2995	Intermembrane transport protein YebS
LPKLADBE_00278	CDS	633	proQ		COG3109	RNA chaperone ProQ
LPKLADBE_00279	CDS	2052	prc	3.4.21.102	COG0793	Tail-specific protease
LPKLADBE_00280	CDS	1503				hypothetical protein
LPKLADBE_00281	CDS	561				hypothetical protein
LPKLADBE_00282	CDS	630	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
LPKLADBE_00283	CDS	1284	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
LPKLADBE_00284	CDS	627	dctQ		COG3090	C4-dicarboxylate TRAP transporter small permease protein DctQ
LPKLADBE_00285	CDS	999	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
LPKLADBE_00286	CDS	1287	gltA	2.3.3.16	COG0372	Citrate synthase
LPKLADBE_00287	CDS	2796	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
LPKLADBE_00288	CDS	1215	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
LPKLADBE_00289	CDS	381				hypothetical protein
LPKLADBE_00290	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
LPKLADBE_00291	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
LPKLADBE_00292	CDS	1554				hypothetical protein
LPKLADBE_00293	CDS	906				hypothetical protein
LPKLADBE_00294	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
LPKLADBE_00295	CDS	1278	ampG		COG0477	Anhydromuropeptide permease
LPKLADBE_00296	CDS	1017	lnpD	5.1.3.2		UDP-glucose 4-epimerase
LPKLADBE_00297	CDS	1314	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
LPKLADBE_00298	CDS	1167	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
LPKLADBE_00299	CDS	1296	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
LPKLADBE_00300	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
LPKLADBE_00301	CDS	717				hypothetical protein
LPKLADBE_00302	CDS	954	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
LPKLADBE_00303	CDS	354				hypothetical protein
LPKLADBE_00304	CDS	1572	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
LPKLADBE_00305	CDS	1272				hypothetical protein
LPKLADBE_00306	CDS	1464	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
LPKLADBE_00307	CDS	939	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
LPKLADBE_00308	CDS	846				hypothetical protein
LPKLADBE_00309	rRNA	1538				16S ribosomal RNA
LPKLADBE_00310	tRNA	77				tRNA-Ile(gat)
LPKLADBE_00311	tRNA	76				tRNA-Ala(tgc)
LPKLADBE_00312	rRNA	2897				23S ribosomal RNA
LPKLADBE_00313	rRNA	111				5S ribosomal RNA
LPKLADBE_00314	CDS	672				hypothetical protein
LPKLADBE_00315	tRNA	85				tRNA-Leu(caa)
LPKLADBE_00316	CDS	492	hutX		COG3721	Intracellular heme transport protein HutX
LPKLADBE_00317	CDS	516	hutZ_2	1.14.99.58	COG0748	Heme oxygenase HutZ
LPKLADBE_00318	CDS	2892			COG1629	putative hemoglobin and hemoglobin-haptoglobin-binding protein 2
LPKLADBE_00319	CDS	270	rpsO		COG0184	30S ribosomal protein S15
LPKLADBE_00320	CDS	1113	apbC		COG0489	Iron-sulfur cluster carrier protein
LPKLADBE_00321	CDS	2049	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
LPKLADBE_00322	CDS	2160	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
LPKLADBE_00323	CDS	1335	csy1			CRISPR-associated protein Csy1
LPKLADBE_00324	CDS	984	csy2			CRISPR-associated protein Csy2
LPKLADBE_00325	CDS	1008	csy3			CRISPR-associated protein Csy3
LPKLADBE_00326	CDS	561	cas6f	3.1.-.-		CRISPR-associated endonuclease Cas6f/Csy4
	repeat_region	1948				
