locus_tag	ftype	length_bp	gene	EC_number	COG	product
BKGJBIMN_00044	CDS	453	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
BKGJBIMN_00045	CDS	627	sfsA		COG1489	Sugar fermentation stimulation protein A
BKGJBIMN_00046	CDS	108				hypothetical protein
BKGJBIMN_00047	CDS	351				hypothetical protein
BKGJBIMN_00048	CDS	114				hypothetical protein
BKGJBIMN_00049	CDS	504			COG1926	Putative phosphoribosyl transferase
BKGJBIMN_00050	CDS	537	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
BKGJBIMN_00051	CDS	843	speE_1	2.5.1.16	COG0421	Polyamine aminopropyltransferase
BKGJBIMN_00052	CDS	342	rpsF		COG0360	30S ribosomal protein S6
BKGJBIMN_00053	CDS	444				Single-stranded DNA-binding protein
BKGJBIMN_00054	CDS	219	rpsR2		COG0238	30S ribosomal protein S18 2
BKGJBIMN_00055	CDS	180	tatAy			Sec-independent protein translocase protein TatAy
BKGJBIMN_00056	CDS	234	tatA			Sec-independent protein translocase protein TatA
BKGJBIMN_00057	CDS	894	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
BKGJBIMN_00058	CDS	969				hypothetical protein
BKGJBIMN_00059	CDS	513	dmsB		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
BKGJBIMN_00060	CDS	237				hypothetical protein
BKGJBIMN_00061	CDS	357	rplQ		COG0203	50S ribosomal protein L17
BKGJBIMN_00062	CDS	954	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
BKGJBIMN_00063	CDS	636	rpsD		COG0522	30S ribosomal protein S4
BKGJBIMN_00064	CDS	378	rpsK			30S ribosomal protein S11
BKGJBIMN_00065	CDS	381	rpsM		COG0099	30S ribosomal protein S13
BKGJBIMN_00066	CDS	150				hypothetical protein
BKGJBIMN_00067	CDS	243	infA		COG0361	Translation initiation factor IF-1
BKGJBIMN_00068	CDS	777	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
BKGJBIMN_00069	CDS	621	adk	2.7.4.3	COG0563	Adenylate kinase
BKGJBIMN_00070	CDS	1290	secY		COG0201	Protein translocase subunit SecY
BKGJBIMN_00071	CDS	210	rpmB		COG0227	50S ribosomal protein L28
BKGJBIMN_00072	CDS	1197	aroC	4.2.3.5	COG0082	Chorismate synthase
BKGJBIMN_00073	CDS	603				hypothetical protein
BKGJBIMN_00074	CDS	1017				hypothetical protein
BKGJBIMN_00075	CDS	243				hypothetical protein
BKGJBIMN_00076	CDS	804	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
BKGJBIMN_00077	CDS	663	cysW		COG4208	Sulfate transport system permease protein CysW
BKGJBIMN_00078	CDS	342				hypothetical protein
BKGJBIMN_00079	CDS	336				hypothetical protein
BKGJBIMN_00080	CDS	393				hypothetical protein
BKGJBIMN_00081	CDS	897	norR			Anaerobic nitric oxide reductase transcription regulator NorR
BKGJBIMN_00082	CDS	633	atoC_1		COG2204	Regulatory protein AtoC
BKGJBIMN_00083	CDS	2406	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
BKGJBIMN_00084	CDS	1224				hypothetical protein
BKGJBIMN_00085	CDS	303	secG			Protein-export membrane protein SecG
BKGJBIMN_00086	CDS	837	prmC	2.1.1.297		Release factor glutamine methyltransferase
BKGJBIMN_00087	CDS	1251				hypothetical protein
BKGJBIMN_00088	CDS	741	yafV	3.5.1.3		Omega-amidase YafV
BKGJBIMN_00089	CDS	1113	kmo_1	1.14.13.9		Kynurenine 3-monooxygenase
BKGJBIMN_00090	CDS	324	rbfA			Ribosome-binding factor A
BKGJBIMN_00091	CDS	354				hypothetical protein
BKGJBIMN_00092	CDS	141	fdx4_1		COG3411	Ferredoxin, 2Fe-2S
BKGJBIMN_00093	CDS	198	fdx4_2		COG3411	Ferredoxin, 2Fe-2S
BKGJBIMN_00094	CDS	243	hfq_1		COG1923	RNA-binding protein Hfq
BKGJBIMN_00095	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
BKGJBIMN_00096	CDS	1410	glnA	6.3.1.2		Glutamine synthetase
BKGJBIMN_00097	CDS	1272	amt			Ammonia channel
BKGJBIMN_00098	CDS	1047				hypothetical protein
BKGJBIMN_00099	CDS	252				hypothetical protein
BKGJBIMN_00100	CDS	441				hypothetical protein
BKGJBIMN_00101	CDS	321				hypothetical protein
BKGJBIMN_00102	CDS	1563	napA	1.9.6.1		Periplasmic nitrate reductase
BKGJBIMN_00103	CDS	1194	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
BKGJBIMN_00104	CDS	654	tal	2.2.1.2	COG0176	Transaldolase
BKGJBIMN_00105	CDS	1029	kmo_2	1.14.13.9		Kynurenine 3-monooxygenase
BKGJBIMN_00106	CDS	1212	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
BKGJBIMN_00107	CDS	339	rpsP		COG0228	30S ribosomal protein S16
BKGJBIMN_00108	CDS	240				hypothetical protein
BKGJBIMN_00109	CDS	399				hypothetical protein
BKGJBIMN_00110	CDS	444				hypothetical protein
BKGJBIMN_00111	CDS	819				hypothetical protein
BKGJBIMN_00112	CDS	1419	yeeO		COG0534	putative FMN/FAD exporter YeeO
BKGJBIMN_00113	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
BKGJBIMN_00114	CDS	447	nusB		COG0781	Transcription antitermination protein NusB
BKGJBIMN_00115	CDS	228				hypothetical protein
BKGJBIMN_00116	CDS	456				hypothetical protein
BKGJBIMN_00117	CDS	948	hldD_1	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
BKGJBIMN_00118	CDS	1068	ccpA	1.11.1.5	COG1858	Cytochrome c551 peroxidase
BKGJBIMN_00119	CDS	1071	ribD		COG0117	Riboflavin biosynthesis protein RibD
BKGJBIMN_00120	CDS	945	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
BKGJBIMN_00121	CDS	366		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
BKGJBIMN_00122	CDS	231				hypothetical protein
BKGJBIMN_00123	CDS	441				hypothetical protein
BKGJBIMN_00124	CDS	954	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
BKGJBIMN_00125	CDS	879	yciC		COG0523	Putative metal chaperone YciC
BKGJBIMN_00126	CDS	660	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
BKGJBIMN_00127	CDS	780	mmgD	2.3.3.-	COG0372	Citrate/2-methylcitrate synthase
BKGJBIMN_00128	CDS	441	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
BKGJBIMN_00129	CDS	225				hypothetical protein
BKGJBIMN_00130	CDS	891	ctaA	1.3.-.-		Heme A synthase
BKGJBIMN_00131	CDS	879	ctaB2	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 2
BKGJBIMN_00132	CDS	1161				hypothetical protein
BKGJBIMN_00133	CDS	117				hypothetical protein
BKGJBIMN_00134	CDS	399				hypothetical protein
BKGJBIMN_00135	CDS	477				hypothetical protein
BKGJBIMN_00136	CDS	405	mutT4	3.6.1.-	COG0494	Putative mutator protein MutT4
BKGJBIMN_00137	CDS	549				hypothetical protein
BKGJBIMN_00138	CDS	168				hypothetical protein
BKGJBIMN_00139	CDS	483	sulD		COG0801	Bifunctional folate synthesis protein
BKGJBIMN_00140	CDS	1329	atoC_2		COG2204	Regulatory protein AtoC
BKGJBIMN_00141	CDS	690	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
BKGJBIMN_00142	CDS	777	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
BKGJBIMN_00143	CDS	621	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
BKGJBIMN_00144	CDS	510	rsgA_1	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
BKGJBIMN_00145	CDS	444	rsgA_2	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
BKGJBIMN_00146	CDS	1362	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
BKGJBIMN_00147	CDS	162				hypothetical protein
BKGJBIMN_00148	CDS	741				hypothetical protein
BKGJBIMN_00149	CDS	213				hypothetical protein
BKGJBIMN_00150	CDS	120				hypothetical protein
BKGJBIMN_00151	CDS	663	nth_1	4.2.99.18		Endonuclease III
BKGJBIMN_00152	CDS	744				hypothetical protein
BKGJBIMN_00153	CDS	1509	yidC			Membrane protein insertase YidC
BKGJBIMN_00154	CDS	144				hypothetical protein
BKGJBIMN_00155	CDS	300	atpH			ATP synthase subunit c
BKGJBIMN_00156	CDS	408				Universal stress protein Aq_178
BKGJBIMN_00157	CDS	651	atpB		COG0356	ATP synthase subunit a
BKGJBIMN_00158	CDS	762	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
BKGJBIMN_00159	CDS	747				hypothetical protein
BKGJBIMN_00160	CDS	1194				hypothetical protein
BKGJBIMN_00161	CDS	231	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
BKGJBIMN_00162	CDS	330	gmk	2.7.4.8		Guanylate kinase
BKGJBIMN_00163	CDS	474	hldE_1		COG2870	Bifunctional protein HldE
BKGJBIMN_00164	CDS	1431	safD	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
BKGJBIMN_00165	CDS	1353	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
BKGJBIMN_00166	CDS	465				hypothetical protein
BKGJBIMN_00167	CDS	1023	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
BKGJBIMN_00168	CDS	1203				hypothetical protein
BKGJBIMN_00169	CDS	1224				hypothetical protein
BKGJBIMN_00170	CDS	627				hypothetical protein
BKGJBIMN_00171	CDS	609	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
BKGJBIMN_00172	CDS	1182	atpG_1			ATP synthase gamma chain
BKGJBIMN_00173	CDS	882	kaiC	2.7.11.1		Circadian clock protein kinase KaiC
BKGJBIMN_00174	CDS	3009	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
BKGJBIMN_00175	CDS	735	sumT	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
BKGJBIMN_00176	CDS	930	trpD_2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
BKGJBIMN_00177	CDS	420	vhb			Bacterial hemoglobin
BKGJBIMN_00178	CDS	450	cynS	4.2.1.104		Cyanate hydratase
BKGJBIMN_00179	CDS	618				hypothetical protein
BKGJBIMN_00180	CDS	1428	nasA			Nitrate transporter
BKGJBIMN_00181	CDS	2001	narB	1.7.5.1	COG0243	Nitrate reductase
BKGJBIMN_00182	CDS	1521	vnfA		COG3604	Nitrogen fixation protein VnfA
BKGJBIMN_00183	CDS	453	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
BKGJBIMN_00184	CDS	2328	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
BKGJBIMN_00185	CDS	273	rpsO			30S ribosomal protein S15
BKGJBIMN_00186	CDS	2088	iorB	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
BKGJBIMN_00187	CDS	198	iorA	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
BKGJBIMN_00188	CDS	1347	atoC_3		COG2204	Regulatory protein AtoC
BKGJBIMN_00189	CDS	1020	kinA	2.7.13.3	COG0642	Sporulation kinase A
BKGJBIMN_00190	CDS	1311	fccB_1	1.8.2.3	COG0446	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
BKGJBIMN_00191	CDS	717				hypothetical protein
BKGJBIMN_00192	CDS	1254	fccB_2	1.8.2.3	COG0446	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
BKGJBIMN_00193	CDS	1533	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
BKGJBIMN_00194	CDS	516	yojM_1		COG2032	Superoxide dismutase-like protein YojM
BKGJBIMN_00195	CDS	555	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
BKGJBIMN_00196	CDS	903				hypothetical protein
BKGJBIMN_00197	CDS	2388	lon	3.4.21.53	COG0466	Lon protease
BKGJBIMN_00198	CDS	1488				hypothetical protein
BKGJBIMN_00199	CDS	1095	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
	repeat_region	308				
BKGJBIMN_00200	CDS	1098	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
BKGJBIMN_00201	CDS	840				hypothetical protein
BKGJBIMN_00202	CDS	1437	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
BKGJBIMN_00203	CDS	438	dksA_1			RNA polymerase-binding transcription factor DksA
BKGJBIMN_00204	CDS	681	ogg		COG1059	putative N-glycosylase/DNA lyase
BKGJBIMN_00205	CDS	420				hypothetical protein
BKGJBIMN_00206	CDS	486	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
BKGJBIMN_00207	CDS	180				hypothetical protein
BKGJBIMN_00208	CDS	408	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
BKGJBIMN_00209	CDS	486				hypothetical protein
BKGJBIMN_00210	CDS	429				hypothetical protein
BKGJBIMN_00211	CDS	1278	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
BKGJBIMN_00212	CDS	1014	nusA			Transcription termination/antitermination protein NusA
BKGJBIMN_00213	CDS	477	rimP		COG0779	Ribosome maturation factor RimP
BKGJBIMN_00214	CDS	195				hypothetical protein
BKGJBIMN_00215	CDS	570	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BKGJBIMN_00216	CDS	216				hypothetical protein
BKGJBIMN_00217	CDS	228				hypothetical protein
BKGJBIMN_00218	CDS	192				hypothetical protein
BKGJBIMN_00219	tRNA	92				tRNA-Ser(gga)
BKGJBIMN_00220	CDS	915	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
BKGJBIMN_00221	CDS	654	lipM_1	2.3.1.181	COG0095	Octanoyltransferase LipM
BKGJBIMN_00222	CDS	1017				hypothetical protein
BKGJBIMN_00223	CDS	1137				hypothetical protein
BKGJBIMN_00224	CDS	435	iscR		COG1959	HTH-type transcriptional regulator IscR
BKGJBIMN_00225	CDS	489				hypothetical protein
BKGJBIMN_00226	CDS	819	lgt	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
BKGJBIMN_00227	CDS	1212				hypothetical protein
BKGJBIMN_00228	CDS	450				hypothetical protein
BKGJBIMN_00229	CDS	1164	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
BKGJBIMN_00230	CDS	687			COG0325	Pyridoxal phosphate homeostasis protein
BKGJBIMN_00231	CDS	318				hypothetical protein
BKGJBIMN_00232	CDS	1377				hypothetical protein
BKGJBIMN_00233	CDS	1419				hypothetical protein
BKGJBIMN_00234	CDS	1836				hypothetical protein
BKGJBIMN_00235	CDS	531	fadR			Fatty acid metabolism regulator protein
BKGJBIMN_00236	CDS	642	nth_2	4.2.99.18	COG0177	Endonuclease III
BKGJBIMN_00237	CDS	498			COG1259	putative protein
BKGJBIMN_00238	CDS	1323	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
BKGJBIMN_00239	CDS	528				hypothetical protein
BKGJBIMN_00240	CDS	474	smpB		COG0691	SsrA-binding protein
BKGJBIMN_00241	CDS	969			COG0645	putative protein
BKGJBIMN_00242	CDS	1479	comM		COG0606	Competence protein ComM
BKGJBIMN_00243	CDS	396				hypothetical protein
BKGJBIMN_00244	CDS	1116	macA		COG0845	Macrolide export protein MacA
BKGJBIMN_00245	CDS	1251	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
BKGJBIMN_00246	CDS	675	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
BKGJBIMN_00247	CDS	1278	serS	6.1.1.11	COG0172	Serine--tRNA ligase
BKGJBIMN_00248	CDS	1779	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
BKGJBIMN_00249	CDS	345				hypothetical protein
BKGJBIMN_00250	CDS	1107				hypothetical protein
BKGJBIMN_00251	CDS	2871	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
BKGJBIMN_00252	CDS	2580	mutS		COG0249	DNA mismatch repair protein MutS
BKGJBIMN_00253	CDS	267				hypothetical protein
BKGJBIMN_00254	CDS	285				hypothetical protein
BKGJBIMN_00255	CDS	96				hypothetical protein
BKGJBIMN_00256	CDS	747	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
BKGJBIMN_00257	CDS	840	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
BKGJBIMN_00258	CDS	438	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
BKGJBIMN_00259	CDS	933	phoR	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
BKGJBIMN_00260	CDS	177				hypothetical protein
BKGJBIMN_00261	CDS	675	srrA		COG0745	Transcriptional regulatory protein SrrA
BKGJBIMN_00262	CDS	597				hypothetical protein
BKGJBIMN_00263	CDS	1200	dnaA		COG0593	Chromosomal replication initiator protein DnaA
BKGJBIMN_00264	CDS	1011	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
BKGJBIMN_00265	CDS	783	noc			Nucleoid occlusion protein
BKGJBIMN_00266	CDS	765	murI	5.1.1.3		Glutamate racemase
BKGJBIMN_00267	CDS	1062	kdtA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
BKGJBIMN_00268	CDS	771	carC	3.7.1.13		2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoic acid hydrolase
BKGJBIMN_00269	CDS	450				putative protein aq_328
BKGJBIMN_00270	CDS	882	COQ7	1.14.99.60		5-demethoxyubiquinone hydroxylase, mitochondrial
BKGJBIMN_00271	tRNA	88				tRNA-Leu(gag)
BKGJBIMN_00272	CDS	1017	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
BKGJBIMN_00273	CDS	276				hypothetical protein
BKGJBIMN_00274	CDS	591				hypothetical protein
BKGJBIMN_00275	tRNA	75				tRNA-Gly(gcc)
BKGJBIMN_00276	tRNA	75				tRNA-Cys(gca)
BKGJBIMN_00277	CDS	654	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
BKGJBIMN_00278	CDS	1758				hypothetical protein
BKGJBIMN_00279	CDS	285				hypothetical protein
BKGJBIMN_00280	CDS	492	cph2			Phytochrome-like protein cph2
BKGJBIMN_00281	CDS	774	mazG	3.6.1.1	COG1694	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG
BKGJBIMN_00282	CDS	900	arsA	7.3.2.7		Arsenical pump-driving ATPase
BKGJBIMN_00283	CDS	933	hldD_2	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
BKGJBIMN_00284	CDS	270				hypothetical protein
BKGJBIMN_00285	CDS	1878				hypothetical protein
BKGJBIMN_00286	CDS	579	pth	3.1.1.29		Peptidyl-tRNA hydrolase
BKGJBIMN_00287	CDS	456				hypothetical protein
BKGJBIMN_00288	CDS	1221	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
BKGJBIMN_00289	CDS	1905	leuS_1	6.1.1.4	COG0495	Leucine--tRNA ligase subunit alpha
BKGJBIMN_00290	CDS	738	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
BKGJBIMN_00291	CDS	1587	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
BKGJBIMN_00292	CDS	267				hypothetical protein
BKGJBIMN_00293	CDS	1929	dinG	3.1.-.-		3'-5' exonuclease DinG
BKGJBIMN_00294	CDS	1071				hypothetical protein
BKGJBIMN_00295	CDS	744	pgk/tpi		COG0126	Bifunctional PGK/TIM
BKGJBIMN_00296	CDS	315				hypothetical protein
BKGJBIMN_00297	CDS	798				hypothetical protein
BKGJBIMN_00298	CDS	423				hypothetical protein
BKGJBIMN_00299	CDS	378	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
BKGJBIMN_00300	CDS	1713	proS	6.1.1.15	COG0442	Proline--tRNA ligase
BKGJBIMN_00301	CDS	2553				hypothetical protein
	repeat_region	231				
BKGJBIMN_00302	CDS	282	cas2	3.1.-.-	COG1343	CRISPR-associated endoribonuclease Cas2
BKGJBIMN_00303	CDS	951	cas1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
BKGJBIMN_00304	CDS	528				hypothetical protein
BKGJBIMN_00305	CDS	2190				hypothetical protein
BKGJBIMN_00306	CDS	1596				hypothetical protein
BKGJBIMN_00307	CDS	660				hypothetical protein
BKGJBIMN_00308	CDS	1074				hypothetical protein
BKGJBIMN_00309	CDS	942				hypothetical protein
BKGJBIMN_00310	CDS	336				hypothetical protein
BKGJBIMN_00311	CDS	1362				hypothetical protein
BKGJBIMN_00312	CDS	1122				hypothetical protein
BKGJBIMN_00313	CDS	900				hypothetical protein
BKGJBIMN_00314	CDS	888				hypothetical protein
BKGJBIMN_00315	CDS	744				hypothetical protein
BKGJBIMN_00316	CDS	201				hypothetical protein
BKGJBIMN_00317	CDS	402				hypothetical protein
BKGJBIMN_00318	CDS	888				hypothetical protein
BKGJBIMN_00319	CDS	978				hypothetical protein
BKGJBIMN_00320	CDS	1866				hypothetical protein
BKGJBIMN_00321	CDS	906				hypothetical protein
BKGJBIMN_00322	CDS	264	flhB_1		COG1377	Flagellar biosynthetic protein FlhB
BKGJBIMN_00323	CDS	240	tusA_1		COG0425	Sulfur carrier protein TusA
BKGJBIMN_00324	CDS	549	dsrE2		COG2210	Sulfur carrier protein DsrE2
BKGJBIMN_00325	CDS	426				hypothetical protein
BKGJBIMN_00326	CDS	753				hypothetical protein
BKGJBIMN_00327	CDS	669				hypothetical protein
BKGJBIMN_00328	CDS	528				hypothetical protein
BKGJBIMN_00329	CDS	1059		1.18.1.2		Ferredoxin--NADP reductase
BKGJBIMN_00330	CDS	819				hypothetical protein
BKGJBIMN_00331	CDS	762				hypothetical protein
BKGJBIMN_00332	CDS	996	sdhE	1.3.5.-	COG2048	8-methylmenaquinol:fumarate reductase membrane anchor subunit
BKGJBIMN_00333	CDS	408				hypothetical protein
BKGJBIMN_00334	CDS	447	gcvH_1		COG0509	Glycine cleavage system H protein
BKGJBIMN_00335	CDS	1026				hypothetical protein
BKGJBIMN_00336	CDS	1143	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
BKGJBIMN_00337	CDS	642				hypothetical protein
BKGJBIMN_00338	CDS	612		1.18.1.2		Ferredoxin--NADP reductase
BKGJBIMN_00339	CDS	525				hypothetical protein
BKGJBIMN_00340	CDS	876	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
BKGJBIMN_00341	CDS	1116	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
	repeat_region	292				
BKGJBIMN_00342	CDS	2475		2.7.7.-	COG0517	A-adding tRNA nucleotidyltransferase
BKGJBIMN_00343	CDS	717	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BKGJBIMN_00344	CDS	1320				hypothetical protein
BKGJBIMN_00345	CDS	1146	gerN		COG0475	Na(+)/H(+)-K(+) antiporter GerN
BKGJBIMN_00346	CDS	1047	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
BKGJBIMN_00347	CDS	660	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
BKGJBIMN_00348	CDS	264				hypothetical protein
BKGJBIMN_00349	CDS	402	xcpT		COG2165	Type II secretion system protein G
BKGJBIMN_00350	CDS	333				hypothetical protein
BKGJBIMN_00351	CDS	348				hypothetical protein
BKGJBIMN_00352	CDS	1122		2.6.1.1		Aspartate aminotransferase
