locus_tag	ftype	length_bp	gene	EC_number	COG	product
PGDFCPPH_00107	CDS	1971				hypothetical protein
PGDFCPPH_00108	CDS	912	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
PGDFCPPH_00109	CDS	1110	mutY	3.2.2.31		Adenine DNA glycosylase
PGDFCPPH_00110	CDS	756			COG0327	GTP cyclohydrolase 1 type 2 
PGDFCPPH_00111	CDS	789				hypothetical protein
PGDFCPPH_00112	CDS	1635	groL_1		COG0459	60 kDa chaperonin
PGDFCPPH_00113	CDS	309	groS		COG0234	10 kDa chaperonin
PGDFCPPH_00114	CDS	1827	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
PGDFCPPH_00115	CDS	2604	clpB1		COG0542	Chaperone protein ClpB 1
PGDFCPPH_00116	CDS	1479				hypothetical protein
PGDFCPPH_00117	CDS	426	incD			Inclusion membrane protein D
PGDFCPPH_00118	CDS	399	incE			Inclusion membrane protein E
PGDFCPPH_00119	CDS	303	incF			Inclusion membrane protein F
PGDFCPPH_00120	CDS	504	incG			Inclusion membrane protein G
PGDFCPPH_00121	CDS	822	incA			Inclusion membrane protein A
PGDFCPPH_00122	CDS	243				hypothetical protein
PGDFCPPH_00123	CDS	687	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
PGDFCPPH_00124	CDS	558	efp_1		COG0231	Elongation factor P
PGDFCPPH_00125	CDS	495				hypothetical protein
PGDFCPPH_00126	CDS	1374	accC	6.3.4.14	COG0439	Biotin carboxylase
PGDFCPPH_00127	CDS	453	rplM		COG0102	50S ribosomal protein L13
PGDFCPPH_00128	CDS	390	rpsI		COG0103	30S ribosomal protein S9
PGDFCPPH_00129	CDS	852				hypothetical protein
PGDFCPPH_00130	CDS	738	adk	2.7.4.3	COG0563	Adenylate kinase
PGDFCPPH_00131	CDS	645	yecS		COG0765	L-cystine transport system permease protein YecS
PGDFCPPH_00132	CDS	702	artM		COG1126	Arginine transport ATP-binding protein ArtM
PGDFCPPH_00133	CDS	3417				hypothetical protein
PGDFCPPH_00134	CDS	1278				hypothetical protein
PGDFCPPH_00135	CDS	804	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
PGDFCPPH_00136	CDS	414				hypothetical protein
PGDFCPPH_00137	CDS	1017				hypothetical protein
PGDFCPPH_00138	CDS	759				hypothetical protein
PGDFCPPH_00139	CDS	846	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
PGDFCPPH_00140	CDS	948				hypothetical protein
PGDFCPPH_00141	CDS	1281	oppA_1		COG4166	Oligopeptide-binding protein OppA
PGDFCPPH_00142	CDS	687				queuosine precursor transporter
PGDFCPPH_00143	CDS	447				hypothetical protein
PGDFCPPH_00144	tRNA	76				tRNA-Thr(tgt)
PGDFCPPH_00145	tRNA	85				tRNA-Tyr(gta)
PGDFCPPH_00146	CDS	858				hypothetical protein
PGDFCPPH_00147	CDS	843				hypothetical protein
PGDFCPPH_00148	CDS	858				hypothetical protein
PGDFCPPH_00149	CDS	1845	pkn1	2.7.11.1		Serine/threonine-protein kinase Pkn1
PGDFCPPH_00150	CDS	1992	ligA	6.5.1.2	COG0272	DNA ligase
PGDFCPPH_00151	CDS	4350				hypothetical protein
PGDFCPPH_00152	CDS	1524	mhpA	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
PGDFCPPH_00153	CDS	948				hypothetical protein
PGDFCPPH_00154	CDS	159	rpmG		COG0267	50S ribosomal protein L33
PGDFCPPH_00155	CDS	1512				hypothetical protein
PGDFCPPH_00156	CDS	678	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
PGDFCPPH_00157	CDS	2433				hypothetical protein
PGDFCPPH_00158	CDS	1152	clsA_2	2.7.8.-		Cardiolipin synthase A
PGDFCPPH_00159	CDS	942	clsA_3	2.7.8.-		Cardiolipin synthase A
PGDFCPPH_00160	CDS	1215		2.7.8.-		Cardiolipin synthase
PGDFCPPH_00161	CDS	717	clsA_4	2.7.8.-		Cardiolipin synthase A
PGDFCPPH_00162	CDS	933				hypothetical protein
PGDFCPPH_00163	CDS	504				hypothetical protein
PGDFCPPH_00164	CDS	741				hypothetical protein
PGDFCPPH_00165	CDS	240				hypothetical protein
PGDFCPPH_00166	CDS	1647				hypothetical protein
PGDFCPPH_00167	CDS	447				hypothetical protein
PGDFCPPH_00168	CDS	1920				hypothetical protein
PGDFCPPH_00169	CDS	1332				hypothetical protein
PGDFCPPH_00170	CDS	303				hypothetical protein
PGDFCPPH_00171	CDS	285	trpR		COG2973	Trp operon repressor
PGDFCPPH_00172	CDS	1179	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
PGDFCPPH_00173	CDS	762	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
PGDFCPPH_00174	CDS	492				hypothetical protein
PGDFCPPH_00175	CDS	171				hypothetical protein
PGDFCPPH_00176	CDS	273				hypothetical protein
PGDFCPPH_00177	CDS	456				hypothetical protein
PGDFCPPH_00178	CDS	1590	dppE		COG4166	Dipeptide-binding protein DppE
PGDFCPPH_00179	CDS	408	bdbC			disulfide formation protein
PGDFCPPH_00180	CDS	717				hypothetical protein
PGDFCPPH_00181	CDS	1215				hypothetical protein
PGDFCPPH_00182	CDS	660				hypothetical protein
PGDFCPPH_00183	CDS	693	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
PGDFCPPH_00184	tRNA	76				tRNA-Ile(gat)
PGDFCPPH_00185	tRNA	73				tRNA-Ala(tgc)
PGDFCPPH_00186	CDS	711				hypothetical protein
PGDFCPPH_00187	CDS	765	kdsB	2.7.7.90	COG1212	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
PGDFCPPH_00188	CDS	1620	pyrG	6.3.4.2	COG0504	CTP synthase
PGDFCPPH_00189	CDS	447	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
PGDFCPPH_00190	CDS	1524	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
PGDFCPPH_00191	CDS	771	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
PGDFCPPH_00192	CDS	873				hypothetical protein
PGDFCPPH_00193	CDS	612	tmk	2.7.4.9	COG0125	Thymidylate kinase
PGDFCPPH_00194	CDS	2511	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
PGDFCPPH_00195	CDS	2415	gyrB_1	5.6.2.2	COG0187	Type 2 topoisomerase subunit B
PGDFCPPH_00196	CDS	351				hypothetical protein
PGDFCPPH_00197	CDS	696				hypothetical protein
PGDFCPPH_00198	CDS	1119	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
PGDFCPPH_00199	CDS	1473			COG2239	Magnesium transporter MgtE
PGDFCPPH_00200	CDS	1092				hypothetical protein
PGDFCPPH_00201	CDS	321				hypothetical protein
PGDFCPPH_00202	CDS	1017	tsaD	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase
PGDFCPPH_00203	CDS	1557	oppA_2		COG4166	Oligopeptide-binding protein OppA
PGDFCPPH_00204	CDS	942	oppB		COG0601	Oligopeptide transport system permease protein OppB
PGDFCPPH_00205	CDS	846	oppC		COG1173	Oligopeptide transport system permease protein OppC
PGDFCPPH_00206	CDS	834	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
PGDFCPPH_00207	CDS	744	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
PGDFCPPH_00208	CDS	750				hypothetical protein
PGDFCPPH_00209	CDS	1416	yflS		COG0471	Putative malate transporter YflS
PGDFCPPH_00210	CDS	1662	pfp_1	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
PGDFCPPH_00211	CDS	819	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PGDFCPPH_00212	CDS	1647	pfp_2	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
PGDFCPPH_00213	tRNA	74				tRNA-Met(cat)
PGDFCPPH_00214	tRNA	73				tRNA-Met(cat)
PGDFCPPH_00215	CDS	1296	waaA	2.4.99.12		3-deoxy-D-manno-octulosonic acid transferase
PGDFCPPH_00216	CDS	2460	leuS	6.1.1.4		Leucine--tRNA ligase
PGDFCPPH_00217	CDS	1269	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
PGDFCPPH_00218	CDS	570				hypothetical protein
PGDFCPPH_00219	CDS	447				hypothetical protein
PGDFCPPH_00220	CDS	729	rpiA	5.3.1.6		Ribose-5-phosphate isomerase A
PGDFCPPH_00221	CDS	1644				hypothetical protein
PGDFCPPH_00222	CDS	1047	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
PGDFCPPH_00223	CDS	1401	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
PGDFCPPH_00224	CDS	765	ttcA	2.8.1.-		tRNA-cytidine(32) 2-sulfurtransferase
PGDFCPPH_00225	CDS	852	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
PGDFCPPH_00226	CDS	909	plqA	2.5.1.39		4-hydroxybenzoate solanesyltransferase
PGDFCPPH_00227	CDS	579	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
PGDFCPPH_00228	CDS	897				hypothetical protein
PGDFCPPH_00229	tRNA	76				tRNA-Asp(gtc)
PGDFCPPH_00230	tRNA	75				tRNA-Val(tac)
PGDFCPPH_00231	CDS	390				hypothetical protein
PGDFCPPH_00232	CDS	813				hypothetical protein
PGDFCPPH_00233	CDS	444				hypothetical protein
PGDFCPPH_00234	CDS	369				hypothetical protein
PGDFCPPH_00235	CDS	498				hypothetical protein
PGDFCPPH_00236	CDS	402				hypothetical protein
PGDFCPPH_00237	CDS	591				hypothetical protein
PGDFCPPH_00238	CDS	648				hypothetical protein
PGDFCPPH_00239	CDS	1248	gltP		COG1301	Proton/glutamate-aspartate symporter
PGDFCPPH_00240	CDS	1473				hypothetical protein
PGDFCPPH_00241	CDS	348				hypothetical protein
PGDFCPPH_00242	CDS	537				hypothetical protein
PGDFCPPH_00243	CDS	2787				hypothetical protein
PGDFCPPH_00244	CDS	414	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
PGDFCPPH_00245	CDS	234	acpP		COG0236	Acyl carrier protein
PGDFCPPH_00246	CDS	747	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PGDFCPPH_00247	CDS	927	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
PGDFCPPH_00248	CDS	1002	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
PGDFCPPH_00249	CDS	603	recR		COG0353	Recombination protein RecR
PGDFCPPH_00250	CDS	2379	bamA		COG4775	Outer membrane protein assembly factor BamA
PGDFCPPH_00251	CDS	522				hypothetical protein
PGDFCPPH_00252	CDS	1065	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
PGDFCPPH_00253	CDS	1071				hypothetical protein
PGDFCPPH_00254	CDS	1023	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
PGDFCPPH_00255	CDS	987	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
PGDFCPPH_00256	CDS	1290	pdhC_1	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
PGDFCPPH_00257	CDS	2445	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
PGDFCPPH_00258	CDS	351				hypothetical protein
PGDFCPPH_00259	CDS	1371	dnaA_1		COG0593	Chromosomal replication initiator protein DnaA
PGDFCPPH_00260	CDS	2358	yidC			Membrane protein insertase YidC
PGDFCPPH_00261	CDS	819	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
PGDFCPPH_00262	CDS	648				hypothetical protein
PGDFCPPH_00263	CDS	771				hypothetical protein
PGDFCPPH_00264	CDS	384	mazG	3.6.1.1	COG1694	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG
PGDFCPPH_00265	CDS	1245				hypothetical protein
PGDFCPPH_00266	CDS	1215				hypothetical protein
PGDFCPPH_00267	CDS	1125	nifS	2.8.1.7	COG1104	Cysteine desulfurase NifS
PGDFCPPH_00268	CDS	747	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
PGDFCPPH_00269	CDS	492				hypothetical protein
PGDFCPPH_00270	CDS	699	dinG_1	3.1.-.-		3'-5' exonuclease DinG
PGDFCPPH_00271	CDS	771	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
PGDFCPPH_00272	CDS	591				hypothetical protein
PGDFCPPH_00273	CDS	1941	btuD	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PGDFCPPH_00274	CDS	975	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
PGDFCPPH_00275	CDS	1182				hypothetical protein
PGDFCPPH_00276	CDS	303	hupA		COG0776	DNA-binding protein HU 1
PGDFCPPH_00277	CDS	720				hypothetical protein
PGDFCPPH_00278	CDS	1452	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
PGDFCPPH_00279	CDS	1944	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
PGDFCPPH_00280	CDS	288				hypothetical protein
PGDFCPPH_00281	CDS	903	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
PGDFCPPH_00282	CDS	567				hypothetical protein
PGDFCPPH_00283	CDS	420				hypothetical protein
PGDFCPPH_00284	CDS	1368	dnaA_2		COG0593	Chromosomal replication initiator protein DnaA
PGDFCPPH_00285	CDS	585				hypothetical protein
PGDFCPPH_00286	CDS	660				hypothetical protein
PGDFCPPH_00287	CDS	1512	nqrB	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit B
PGDFCPPH_00288	CDS	951	nqrC	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit C
PGDFCPPH_00289	CDS	642	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
PGDFCPPH_00290	CDS	735	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
PGDFCPPH_00291	CDS	354	gcvH		COG0509	Glycine cleavage system H protein
PGDFCPPH_00292	CDS	2073				hypothetical protein
PGDFCPPH_00293	CDS	1419		2.7.8.-		Cardiolipin synthase
PGDFCPPH_00294	CDS	720	lipM	2.3.1.181		Octanoyltransferase LipM
PGDFCPPH_00295	CDS	2565	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
PGDFCPPH_00296	CDS	1077	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
PGDFCPPH_00297	CDS	1692				hypothetical protein
PGDFCPPH_00298	CDS	1140				hypothetical protein
PGDFCPPH_00299	CDS	678				hypothetical protein
PGDFCPPH_00300	CDS	477	manP		COG1299	PTS system mannose-specific EIIBCA component
PGDFCPPH_00301	CDS	438	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
PGDFCPPH_00302	CDS	927	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
PGDFCPPH_00303	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
PGDFCPPH_00304	CDS	1782	pgcA	5.4.2.2		Phosphoglucomutase
PGDFCPPH_00305	CDS	468				hypothetical protein
PGDFCPPH_00306	CDS	696	rnc	3.1.26.3	COG0571	Ribonuclease 3
PGDFCPPH_00307	CDS	1365	radA	3.6.4.-	COG1066	DNA repair protein RadA
PGDFCPPH_00308	CDS	726	hemC	2.5.1.61		Porphobilinogen deaminase
PGDFCPPH_00309	CDS	348				hypothetical protein
PGDFCPPH_00310	CDS	2805	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
PGDFCPPH_00311	CDS	2820	valS	6.1.1.9		Valine--tRNA ligase
PGDFCPPH_00312	CDS	477				hypothetical protein
PGDFCPPH_00313	CDS	426	ntpK			V-type sodium ATPase subunit K
PGDFCPPH_00314	CDS	1950				hypothetical protein
PGDFCPPH_00315	CDS	612	atpD			V-type ATP synthase subunit D
PGDFCPPH_00316	CDS	1317	ntpB			V-type sodium ATPase subunit B
PGDFCPPH_00317	CDS	1776	ntpA	7.2.2.1		V-type sodium ATPase catalytic subunit A
PGDFCPPH_00318	CDS	801				hypothetical protein
PGDFCPPH_00319	CDS	627	atpE			V-type proton ATPase subunit E
PGDFCPPH_00320	CDS	711				hypothetical protein
PGDFCPPH_00321	CDS	372				hypothetical protein
PGDFCPPH_00322	CDS	984	tal	2.2.1.2		Transaldolase
PGDFCPPH_00323	CDS	4191	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
PGDFCPPH_00324	CDS	3759	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
PGDFCPPH_00325	CDS	393	rplL			50S ribosomal protein L7/L12
PGDFCPPH_00326	CDS	519	rplJ		COG0244	50S ribosomal protein L10
PGDFCPPH_00327	CDS	699	rplA			50S ribosomal protein L1
PGDFCPPH_00328	CDS	426	rplK			50S ribosomal protein L11
PGDFCPPH_00329	CDS	549	nusG		COG0250	Transcription termination/antitermination protein NusG
PGDFCPPH_00330	CDS	249	secE			Protein translocase subunit SecE
PGDFCPPH_00331	tRNA	75				tRNA-Trp(cca)
PGDFCPPH_00332	CDS	1185	tuf			Elongation factor Tu
PGDFCPPH_00333	tRNA	72				tRNA-Thr(ggt)
PGDFCPPH_00334	CDS	222	infA		COG0361	Translation initiation factor IF-1
PGDFCPPH_00335	CDS	912				hypothetical protein
PGDFCPPH_00336	CDS	447				hypothetical protein
PGDFCPPH_00337	CDS	1617				hypothetical protein
PGDFCPPH_00338	CDS	189				hypothetical protein
PGDFCPPH_00339	CDS	183				hypothetical protein
PGDFCPPH_00340	tRNA	75				tRNA-Met(cat)
PGDFCPPH_00341	CDS	627	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
PGDFCPPH_00342	CDS	825	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
PGDFCPPH_00343	CDS	1551	xseA	3.1.11.6		Exodeoxyribonuclease 7 large subunit
PGDFCPPH_00344	CDS	219	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
PGDFCPPH_00345	CDS	273				hypothetical protein
PGDFCPPH_00346	CDS	1923	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
PGDFCPPH_00347	CDS	1458	pyk	2.7.1.40		Pyruvate kinase
PGDFCPPH_00348	CDS	5361	uvrA			UvrABC system protein A
PGDFCPPH_00349	CDS	1401				hypothetical protein
PGDFCPPH_00350	CDS	291	ybaB			Nucleoid-associated protein YbaB
PGDFCPPH_00351	CDS	1716	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
PGDFCPPH_00352	CDS	330				hypothetical protein
PGDFCPPH_00353	CDS	462				hypothetical protein
PGDFCPPH_00354	CDS	255				hypothetical protein
PGDFCPPH_00355	CDS	1389				hypothetical protein
