locus_tag	ftype	length_bp	gene	EC_number	COG	product
MNCALGCG_00131	CDS	426				hypothetical protein
MNCALGCG_00132	CDS	861				hypothetical protein
MNCALGCG_00133	CDS	1368	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
MNCALGCG_00134	CDS	1242	sdaC		COG0814	Serine transporter
MNCALGCG_00135	CDS	1350	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
MNCALGCG_00136	CDS	135				hypothetical protein
MNCALGCG_00137	CDS	459	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
MNCALGCG_00138	CDS	636			COG1556	putative protein
MNCALGCG_00139	CDS	1446	lutB		COG1139	Lactate utilization protein B
MNCALGCG_00140	CDS	768	lutA		COG0247	Lactate utilization protein A
MNCALGCG_00141	CDS	1650	lldP_1		COG1620	L-lactate permease
MNCALGCG_00142	CDS	1656	lldP_2		COG1620	L-lactate permease
MNCALGCG_00143	CDS	870	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
MNCALGCG_00144	CDS	648	ttdT_1		COG0471	L-tartrate/succinate antiporter
MNCALGCG_00145	CDS	798	ttdT_2		COG0471	L-tartrate/succinate antiporter
MNCALGCG_00146	CDS	1467	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
MNCALGCG_00147	CDS	699				hypothetical protein
MNCALGCG_00148	CDS	219				hypothetical protein
MNCALGCG_00149	CDS	861	ccoP2		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP2
MNCALGCG_00150	CDS	207				hypothetical protein
MNCALGCG_00151	CDS	108				hypothetical protein
MNCALGCG_00152	CDS	585				hypothetical protein
MNCALGCG_00153	CDS	591				hypothetical protein
MNCALGCG_00154	CDS	813				hypothetical protein
MNCALGCG_00155	CDS	864	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
MNCALGCG_00156	CDS	1044	recA		COG0468	Protein RecA
MNCALGCG_00157	CDS	1281	eno	4.2.1.11	COG0148	Enolase
MNCALGCG_00158	CDS	276				hypothetical protein
MNCALGCG_00159	CDS	597				hypothetical protein
MNCALGCG_00160	CDS	489	aroK	2.7.1.71	COG0703	Shikimate kinase
MNCALGCG_00161	CDS	957				hypothetical protein
MNCALGCG_00162	CDS	1119				hypothetical protein
MNCALGCG_00163	CDS	921	hcpD_1	3.5.2.6	COG0790	Putative beta-lactamase HcpD
MNCALGCG_00164	CDS	723			COG0217	putative transcriptional regulatory protein
MNCALGCG_00165	CDS	972	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
MNCALGCG_00166	CDS	765				hypothetical protein
MNCALGCG_00167	CDS	522				hypothetical protein
MNCALGCG_00168	CDS	678	arlR		COG0745	Response regulator ArlR
MNCALGCG_00169	CDS	474				hypothetical protein
MNCALGCG_00170	CDS	264				hypothetical protein
MNCALGCG_00171	CDS	1269				hypothetical protein
MNCALGCG_00172	CDS	762				hypothetical protein
MNCALGCG_00173	CDS	1092	prfB		COG1186	Peptide chain release factor RF2
MNCALGCG_00174	CDS	1176	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
MNCALGCG_00175	CDS	768	fliR		COG1684	Flagellar biosynthetic protein FliR
MNCALGCG_00176	CDS	729				hypothetical protein
MNCALGCG_00177	CDS	900		5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase
MNCALGCG_00178	CDS	924	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
MNCALGCG_00179	CDS	564	efp		COG0231	Elongation factor P
MNCALGCG_00180	CDS	1023	pseI	2.5.1.97	COG2089	Pseudaminic acid synthase
MNCALGCG_00181	CDS	642	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
MNCALGCG_00182	CDS	1233	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
MNCALGCG_00183	CDS	702				hypothetical protein
MNCALGCG_00184	CDS	1506	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
MNCALGCG_00185	CDS	1251	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
MNCALGCG_00186	CDS	543				hypothetical protein
MNCALGCG_00187	CDS	804				hypothetical protein
MNCALGCG_00188	CDS	1233				hypothetical protein
MNCALGCG_00189	CDS	288				hypothetical protein
MNCALGCG_00190	CDS	102				hypothetical protein
MNCALGCG_00191	CDS	534				hypothetical protein
MNCALGCG_00192	CDS	1509	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
MNCALGCG_00193	CDS	738	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
MNCALGCG_00194	CDS	2145	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
MNCALGCG_00195	CDS	768	frdC		COG2009	Fumarate reductase cytochrome b subunit
MNCALGCG_00196	CDS	705	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
MNCALGCG_00197	CDS	828	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
MNCALGCG_00198	CDS	1011	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
MNCALGCG_00199	CDS	1158	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
MNCALGCG_00200	CDS	414	ndk	2.7.4.6		Nucleoside diphosphate kinase
MNCALGCG_00201	CDS	357				hypothetical protein
MNCALGCG_00202	CDS	147				hypothetical protein
MNCALGCG_00203	CDS	1014	plsX	2.3.1.274		Phosphate acyltransferase
MNCALGCG_00204	CDS	996	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
MNCALGCG_00205	CDS	276				hypothetical protein
MNCALGCG_00206	CDS	111				hypothetical protein
MNCALGCG_00207	CDS	384				hypothetical protein
MNCALGCG_00208	CDS	2382				hypothetical protein
MNCALGCG_00209	CDS	327				hypothetical protein
MNCALGCG_00210	CDS	1107	apbC		COG0489	Iron-sulfur cluster carrier protein
MNCALGCG_00211	CDS	1056				hypothetical protein
MNCALGCG_00212	CDS	120				hypothetical protein
MNCALGCG_00213	CDS	1317				hypothetical protein
MNCALGCG_00214	CDS	1866	htpG		COG0326	Chaperone protein HtpG
MNCALGCG_00215	CDS	753	hcpA	3.5.2.6	COG0790	Beta-lactamase HcpA
MNCALGCG_00216	CDS	1152	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
MNCALGCG_00217	CDS	1866	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
MNCALGCG_00218	CDS	1659	sdcS			Sodium-dependent dicarboxylate transporter SdcS
MNCALGCG_00219	CDS	801				hypothetical protein
MNCALGCG_00220	CDS	1107	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
MNCALGCG_00221	CDS	1143				hypothetical protein
MNCALGCG_00222	CDS	552				hypothetical protein
MNCALGCG_00223	CDS	462				hypothetical protein
MNCALGCG_00224	CDS	1164	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
MNCALGCG_00225	CDS	981				hypothetical protein
MNCALGCG_00226	CDS	222				hypothetical protein
MNCALGCG_00227	CDS	1347	radA	3.6.4.-	COG1066	DNA repair protein RadA
MNCALGCG_00228	CDS	1023	msrAB			Peptide methionine sulfoxide reductase msrA/msrB
MNCALGCG_00229	CDS	834				hypothetical protein
MNCALGCG_00230	CDS	2076				hypothetical protein
MNCALGCG_00231	CDS	1158	bicA		COG0659	Bicarbonate transporter BicA
MNCALGCG_00232	tRNA	75				tRNA-Asn(gtt)
MNCALGCG_00233	CDS	1452				hypothetical protein
MNCALGCG_00234	CDS	732	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
MNCALGCG_00235	CDS	798				hypothetical protein
MNCALGCG_00236	CDS	648				hypothetical protein
MNCALGCG_00237	CDS	1173	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
MNCALGCG_00238	CDS	531				hypothetical protein
MNCALGCG_00239	CDS	1068				hypothetical protein
MNCALGCG_00240	CDS	372				hypothetical protein
MNCALGCG_00241	CDS	921	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
MNCALGCG_00242	CDS	1734	proS	6.1.1.15	COG0442	Proline--tRNA ligase
MNCALGCG_00243	CDS	1350	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
MNCALGCG_00244	CDS	924	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
MNCALGCG_00245	CDS	396				hypothetical protein
MNCALGCG_00246	CDS	333				hypothetical protein
MNCALGCG_00247	CDS	435	dps	1.16.-.-	COG0783	DNA protection during starvation protein
MNCALGCG_00248	CDS	1146				hypothetical protein
MNCALGCG_00249	CDS	318				hypothetical protein
MNCALGCG_00250	CDS	1029	flgI			Flagellar P-ring protein
MNCALGCG_00251	CDS	1479	rhpA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase RhpA
MNCALGCG_00252	CDS	1089				hypothetical protein
MNCALGCG_00253	CDS	540				hypothetical protein
MNCALGCG_00254	CDS	1551	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
MNCALGCG_00255	CDS	1017	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
MNCALGCG_00256	tRNA	76				tRNA-Ala(ggc)
MNCALGCG_00257	CDS	1464				hypothetical protein
MNCALGCG_00258	CDS	1296				hypothetical protein
MNCALGCG_00259	CDS	1236	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MNCALGCG_00260	CDS	429				hypothetical protein
MNCALGCG_00261	CDS	660				hypothetical protein
MNCALGCG_00262	CDS	1047	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
MNCALGCG_00263	CDS	1263	xseA_1	3.1.11.6		Exodeoxyribonuclease 7 large subunit
MNCALGCG_00264	CDS	1155				hypothetical protein
MNCALGCG_00265	CDS	399				hypothetical protein
MNCALGCG_00266	CDS	603				hypothetical protein
MNCALGCG_00267	CDS	759	dpnA_2	2.1.1.72		Modification methylase DpnIIB
MNCALGCG_00268	CDS	2571	clpB			Chaperone protein ClpB
MNCALGCG_00269	CDS	720	dipZ		COG0785	Protein DipZ
MNCALGCG_00270	CDS	1137	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
MNCALGCG_00271	CDS	1230		3.5.4.4	COG0402	Adenosine deaminase
MNCALGCG_00272	CDS	243				hypothetical protein
MNCALGCG_00273	CDS	1314	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
MNCALGCG_00274	CDS	654				hypothetical protein
MNCALGCG_00275	CDS	1014				hypothetical protein
MNCALGCG_00276	CDS	534				hypothetical protein
MNCALGCG_00277	CDS	540				hypothetical protein
MNCALGCG_00278	CDS	399				hypothetical protein
MNCALGCG_00279	CDS	1293				hypothetical protein
MNCALGCG_00280	CDS	558	trpC_1	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
MNCALGCG_00281	CDS	255	fdx		COG1145	Ferredoxin
MNCALGCG_00282	CDS	1455	ppx	3.6.1.11	COG0248	Exopolyphosphatase
MNCALGCG_00283	CDS	1023	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
MNCALGCG_00284	CDS	987	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
MNCALGCG_00285	CDS	1116	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
MNCALGCG_00286	CDS	1437				hypothetical protein
MNCALGCG_00287	CDS	1032	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
MNCALGCG_00288	CDS	1572				hypothetical protein
MNCALGCG_00289	CDS	1257	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
MNCALGCG_00290	CDS	1653	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
MNCALGCG_00291	CDS	519				hypothetical protein
MNCALGCG_00292	CDS	474				hypothetical protein
MNCALGCG_00293	CDS	8682				hypothetical protein
MNCALGCG_00294	CDS	1218	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
MNCALGCG_00295	CDS	291				hypothetical protein
MNCALGCG_00296	CDS	873				hypothetical protein
MNCALGCG_00297	CDS	1680	menF	5.4.4.2		Isochorismate synthase MenF
MNCALGCG_00298	CDS	1020	amiE	3.5.1.4	COG0388	Aliphatic amidase
MNCALGCG_00299	CDS	2487				hypothetical protein
MNCALGCG_00300	CDS	315	rplU		COG0261	50S ribosomal protein L21
MNCALGCG_00301	CDS	267	rpmA		COG0211	50S ribosomal protein L27
MNCALGCG_00302	CDS	1650	hbpA		COG0747	Heme-binding protein A
MNCALGCG_00303	CDS	1005	dppB		COG0601	Dipeptide transport system permease protein DppB
MNCALGCG_00304	CDS	858	dppC		COG1173	Dipeptide transport system permease protein DppC
MNCALGCG_00305	CDS	864	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
MNCALGCG_00306	CDS	807	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
MNCALGCG_00307	CDS	1083	obg	3.6.5.-		GTPase Obg
MNCALGCG_00308	CDS	990				hypothetical protein
MNCALGCG_00309	CDS	555				hypothetical protein
MNCALGCG_00310	CDS	1293	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
MNCALGCG_00311	CDS	264				hypothetical protein
MNCALGCG_00312	CDS	405				hypothetical protein
MNCALGCG_00313	CDS	879	yafV	3.5.1.3		Omega-amidase YafV
MNCALGCG_00314	CDS	882	pgdA	3.5.1.-		Peptidoglycan deacetylase
MNCALGCG_00315	CDS	369				hypothetical protein
MNCALGCG_00316	CDS	966	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
MNCALGCG_00317	CDS	1146				hypothetical protein
MNCALGCG_00318	CDS	285	vapD_1	3.1.-.-	COG3309	Endoribonuclease VapD
MNCALGCG_00319	CDS	393				hypothetical protein
MNCALGCG_00320	CDS	2238				hypothetical protein
MNCALGCG_00321	CDS	756	hugZ	1.14.99.-	COG0748	Heme oxygenase HugZ
MNCALGCG_00322	CDS	1626	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
MNCALGCG_00323	CDS	240	tatA			Sec-independent protein translocase protein TatA
MNCALGCG_00324	CDS	621	gmk	2.7.4.8	COG0194	Guanylate kinase
MNCALGCG_00325	CDS	1518				hypothetical protein
MNCALGCG_00326	CDS	543		2.7.8.-		Cardiolipin synthase
MNCALGCG_00327	CDS	738				hypothetical protein
MNCALGCG_00328	CDS	714	flgH			Flagellar L-ring protein
MNCALGCG_00329	CDS	1554				hypothetical protein
MNCALGCG_00330	CDS	543	pseH	2.3.1.202	COG1670	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase
MNCALGCG_00331	CDS	939	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
MNCALGCG_00332	CDS	783	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
MNCALGCG_00333	tRNA	77				tRNA-Arg(gcg)
MNCALGCG_00334	CDS	993	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
MNCALGCG_00335	CDS	807	minD		COG2894	Septum site-determining protein MinD
MNCALGCG_00336	CDS	234	minE		COG0851	Cell division topological specificity factor
MNCALGCG_00337	CDS	801				hypothetical protein
MNCALGCG_00338	CDS	405	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
MNCALGCG_00339	CDS	189				hypothetical protein
MNCALGCG_00340	CDS	417	hcpB	3.5.2.6	COG0790	Beta-lactamase HcpB
MNCALGCG_00341	CDS	306				hypothetical protein
MNCALGCG_00342	CDS	567				hypothetical protein
MNCALGCG_00343	CDS	378				hypothetical protein
MNCALGCG_00344	CDS	267				hypothetical protein
MNCALGCG_00345	CDS	387				hypothetical protein
MNCALGCG_00346	CDS	423				hypothetical protein
MNCALGCG_00347	CDS	411				hypothetical protein
MNCALGCG_00348	CDS	336				hypothetical protein
MNCALGCG_00349	CDS	771				hypothetical protein
MNCALGCG_00350	CDS	897		5.4.99.-	COG0564	putative RNA pseudouridine synthase
MNCALGCG_00351	CDS	1551	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
MNCALGCG_00352	CDS	1617	pyrG	6.3.4.2	COG0504	CTP synthase
MNCALGCG_00353	CDS	669				hypothetical protein
MNCALGCG_00354	CDS	1704	fliF		COG1766	Flagellar M-ring protein
MNCALGCG_00355	CDS	1032	fliG		COG1536	Flagellar motor switch protein FliG
MNCALGCG_00356	CDS	771				hypothetical protein
MNCALGCG_00357	CDS	1851	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MNCALGCG_00358	CDS	1809	lepA	3.6.5.-	COG0481	Elongation factor 4
MNCALGCG_00359	CDS	759				hypothetical protein
MNCALGCG_00360	CDS	753	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
MNCALGCG_00361	CDS	1536				hypothetical protein
MNCALGCG_00362	tRNA	76				tRNA-Ala(tgc)
MNCALGCG_00363	tRNA	77				tRNA-Ile(gat)
MNCALGCG_00364	CDS	1035	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
MNCALGCG_00365	CDS	729	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
MNCALGCG_00366	CDS	1017				hypothetical protein
MNCALGCG_00367	CDS	630	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
MNCALGCG_00368	CDS	1026	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
MNCALGCG_00369	tRNA	85				tRNA-Leu(tag)
MNCALGCG_00370	CDS	1128	pseC	2.6.1.92	COG0399	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
MNCALGCG_00371	CDS	609				hypothetical protein
MNCALGCG_00372	CDS	498				hypothetical protein
MNCALGCG_00373	CDS	681				hypothetical protein
MNCALGCG_00374	CDS	177				hypothetical protein
MNCALGCG_00375	CDS	1377	accC	6.3.4.14	COG0439	Biotin carboxylase
MNCALGCG_00376	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
MNCALGCG_00377	CDS	567	dcd	3.5.4.13	COG0717	dCTP deaminase
MNCALGCG_00378	CDS	2103				hypothetical protein
