locus_tag	ftype	length_bp	gene	EC_number	COG	product
MFECGEJE_00121	tRNA	76				tRNA-Glu(ttc)
MFECGEJE_00122	rRNA	1536				16S ribosomal RNA
MFECGEJE_00123	tRNA	77				tRNA-Pro(tgg)
MFECGEJE_00124	tRNA	76				tRNA-His(gtg)
MFECGEJE_00125	tRNA	77				tRNA-Arg(ccg)
MFECGEJE_00126	CDS	1572	rlmL_1		COG0116	Ribosomal RNA large subunit methyltransferase K/L
MFECGEJE_00127	CDS	618	rlmL_2		COG0116	Ribosomal RNA large subunit methyltransferase K/L
MFECGEJE_00128	tRNA	77				tRNA-Met(cat)
MFECGEJE_00129	CDS	933	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
MFECGEJE_00130	CDS	771	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
MFECGEJE_00131	CDS	1014	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
MFECGEJE_00132	CDS	507				hypothetical protein
MFECGEJE_00133	CDS	1362	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
MFECGEJE_00134	CDS	1191	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
MFECGEJE_00135	CDS	513	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
MFECGEJE_00136	tRNA	76				tRNA-Gly(gcc)
MFECGEJE_00137	tRNA	87				tRNA-Leu(taa)
MFECGEJE_00138	tRNA	76				tRNA-Lys(ttt)
MFECGEJE_00139	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
MFECGEJE_00140	CDS	1317	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
MFECGEJE_00141	CDS	987	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
MFECGEJE_00142	CDS	2037				hypothetical protein
MFECGEJE_00143	CDS	1041			COG1840	putative protein
MFECGEJE_00144	CDS	642	udk	2.7.1.48		Uridine kinase
MFECGEJE_00145	CDS	588	dcd	3.5.4.13	COG0717	dCTP deaminase
MFECGEJE_00146	CDS	1176				hypothetical protein
MFECGEJE_00147	CDS	1191	sotB		COG2814	Sugar efflux transporter
MFECGEJE_00148	CDS	1515	der		COG1160	GTPase Der
MFECGEJE_00149	tRNA	77				tRNA-Asp(gtc)
MFECGEJE_00150	tRNA	77				tRNA-Asp(gtc)
MFECGEJE_00151	CDS	771	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
MFECGEJE_00152	CDS	465	rnhA	3.1.26.4	COG0328	Ribonuclease HI
MFECGEJE_00153	CDS	1080				hypothetical protein
MFECGEJE_00154	CDS	1146	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
MFECGEJE_00155	CDS	813	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
MFECGEJE_00156	CDS	882	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
MFECGEJE_00157	CDS	867	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
MFECGEJE_00158	CDS	903	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
MFECGEJE_00159	CDS	687	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
MFECGEJE_00160	CDS	990	siaP		COG1638	Sialic acid-binding periplasmic protein SiaP
MFECGEJE_00161	CDS	1851	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
MFECGEJE_00162	CDS	1140	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
MFECGEJE_00163	CDS	192				hypothetical protein
MFECGEJE_00164	CDS	888	hflC		COG0330	Modulator of FtsH protease HflC
MFECGEJE_00165	CDS	1221	hflK		COG0330	Modulator of FtsH protease HflK
MFECGEJE_00166	CDS	708				hypothetical protein
MFECGEJE_00167	CDS	1182	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
MFECGEJE_00168	CDS	174				hypothetical protein
MFECGEJE_00169	CDS	231	acpP		COG0236	Acyl carrier protein
MFECGEJE_00170	CDS	729	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MFECGEJE_00171	CDS	939	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
MFECGEJE_00172	CDS	951	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
MFECGEJE_00173	CDS	171	rpmF		COG0333	50S ribosomal protein L32
MFECGEJE_00174	CDS	525	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
MFECGEJE_00175	CDS	873	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
MFECGEJE_00176	CDS	1371	gor	1.8.1.7	COG1249	Glutathione reductase
MFECGEJE_00177	CDS	600				hypothetical protein
MFECGEJE_00178	CDS	312	bolA		COG0271	DNA-binding transcriptional regulator BolA
MFECGEJE_00179	CDS	1344	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
MFECGEJE_00180	CDS	1236	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
MFECGEJE_00181	CDS	735	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
MFECGEJE_00182	CDS	627	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
MFECGEJE_00183	CDS	597	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
MFECGEJE_00184	CDS	1236	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
MFECGEJE_00185	CDS	1041	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
MFECGEJE_00186	CDS	261				hypothetical protein
MFECGEJE_00187	CDS	1257	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
MFECGEJE_00188	CDS	735	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
MFECGEJE_00189	CDS	975	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
MFECGEJE_00190	CDS	789	bamD		COG4105	Outer membrane protein assembly factor BamD
MFECGEJE_00191	CDS	483	pe			Surface-adhesin protein E
MFECGEJE_00192	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
MFECGEJE_00193	CDS	2313	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
MFECGEJE_00194	CDS	855	focA		COG2116	putative formate transporter 1
MFECGEJE_00195	CDS	915	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
MFECGEJE_00196	CDS	1440	alsT_1		COG1115	Amino-acid carrier protein AlsT
MFECGEJE_00197	CDS	828		3.1.2.12	COG0627	S-formylglutathione hydrolase
MFECGEJE_00198	CDS	1137	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
MFECGEJE_00199	CDS	408			COG0789	putative HTH-type transcriptional regulator
MFECGEJE_00200	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
MFECGEJE_00201	CDS	525	tatB			Sec-independent protein translocase protein TatB
MFECGEJE_00202	CDS	771	tatC		COG0805	Sec-independent protein translocase protein TatC
MFECGEJE_00203	CDS	1350	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
MFECGEJE_00204	CDS	441	fur		COG0735	Ferric uptake regulation protein
MFECGEJE_00205	CDS	525	fldA		COG0716	Flavodoxin 1
MFECGEJE_00206	CDS	783	ybfF	3.1.-.-	COG0596	Esterase YbfF
MFECGEJE_00207	CDS	594	seqA		COG3057	Negative modulator of initiation of replication
MFECGEJE_00208	CDS	1359	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
MFECGEJE_00209	CDS	3321			COG3264	putative MscS family protein.1
MFECGEJE_00210	CDS	1074	aroC	4.2.3.5	COG0082	Chorismate synthase
MFECGEJE_00211	CDS	861	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
MFECGEJE_00212	CDS	768	yfcA		COG0730	putative membrane transporter protein YfcA
MFECGEJE_00213	CDS	957	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
MFECGEJE_00214	CDS	972	selD	2.7.9.3	COG0709	Selenide, water dikinase
MFECGEJE_00215	CDS	351	rplS		COG0335	50S ribosomal protein L19
MFECGEJE_00216	CDS	741	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
MFECGEJE_00217	CDS	528	rimM		COG0806	Ribosome maturation factor RimM
MFECGEJE_00218	CDS	249	rpsP		COG0228	30S ribosomal protein S16
MFECGEJE_00219	CDS	774				putative protein
MFECGEJE_00220	CDS	1812		3.1.3.5	COG0737	NAD 5'-nucleotidase
MFECGEJE_00221	CDS	543	aroK	2.7.1.71	COG0703	Shikimate kinase 1
MFECGEJE_00222	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
MFECGEJE_00223	CDS	861	dam	2.1.1.72	COG0338	DNA adenine methylase
MFECGEJE_00224	CDS	726	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
MFECGEJE_00225	CDS	651	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
MFECGEJE_00226	CDS	1545	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
MFECGEJE_00227	CDS	2046	prlC	3.4.24.70	COG0339	Oligopeptidase A
MFECGEJE_00228	CDS	300				hypothetical protein
MFECGEJE_00229	CDS	822				hypothetical protein
MFECGEJE_00230	CDS	195				hypothetical protein
MFECGEJE_00231	CDS	1158				hypothetical protein
MFECGEJE_00232	CDS	531	rayT		COG1943	REP-associated tyrosine transposase
MFECGEJE_00233	CDS	492	hsdR_1	3.1.21.3		Type I restriction enzyme EcoR124II R protein
MFECGEJE_00234	CDS	2607	hsdR_2	3.1.21.3		Type I restriction enzyme EcoR124II R protein
MFECGEJE_00235	CDS	630	rclC		COG3059	Inner membrane protein RclC
MFECGEJE_00236	CDS	714	arcB_1	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
MFECGEJE_00237	CDS	978	rcsC	2.7.13.3		Sensor histidine kinase RcsC
MFECGEJE_00238	CDS	588				hypothetical protein
MFECGEJE_00239	rRNA	110				5S ribosomal RNA
MFECGEJE_00240	rRNA	2897				23S ribosomal RNA
MFECGEJE_00241	tRNA	76				tRNA-Glu(ttc)
MFECGEJE_00242	rRNA	1536				16S ribosomal RNA
MFECGEJE_00243	CDS	906	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MFECGEJE_00244	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
MFECGEJE_00245	CDS	492	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
MFECGEJE_00246	CDS	1572	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
MFECGEJE_00247	CDS	891				hypothetical protein
MFECGEJE_00248	CDS	462	decR		COG1522	DNA-binding transcriptional activator DecR
MFECGEJE_00249	CDS	1203	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
MFECGEJE_00250	CDS	1311	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
MFECGEJE_00251	CDS	468			COG2731	putative protein
MFECGEJE_00252	CDS	372				hypothetical protein
MFECGEJE_00253	CDS	2130	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
MFECGEJE_00254	CDS	945	nlpI		COG4785	Lipoprotein NlpI 
MFECGEJE_00255	CDS	1842	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
MFECGEJE_00256	CDS	1449	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
MFECGEJE_00257	CDS	153				hypothetical protein
MFECGEJE_00258	CDS	135				hypothetical protein
MFECGEJE_00259	CDS	210				hypothetical protein
MFECGEJE_00260	CDS	351	yfgD		COG1393	putative protein YfgD
MFECGEJE_00261	CDS	657				hypothetical protein
MFECGEJE_00262	CDS	435				hypothetical protein
MFECGEJE_00263	CDS	975	secF		COG0341	Protein translocase subunit SecF
MFECGEJE_00264	CDS	1851	secD		COG0342	Protein translocase subunit SecD
MFECGEJE_00265	CDS	294	yajC		COG1862	Sec translocon accessory complex subunit YajC
MFECGEJE_00266	CDS	222				hypothetical protein
MFECGEJE_00267	CDS	519				hypothetical protein
MFECGEJE_00268	CDS	1149	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
MFECGEJE_00269	CDS	1092	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MFECGEJE_00270	CDS	447				putative protein
MFECGEJE_00271	CDS	1962	hap_1	3.4.21.-		Adhesion and penetration protein autotransporter
MFECGEJE_00272	CDS	2130	hap_2	3.4.21.-		Adhesion and penetration protein autotransporter
MFECGEJE_00273	CDS	2832	uvrA		COG0178	UvrABC system protein A
MFECGEJE_00274	CDS	507	ssb			Single-stranded DNA-binding protein
MFECGEJE_00275	CDS	813				hypothetical protein
MFECGEJE_00276	CDS	444	tolR_1			Tol-Pal system protein TolR
MFECGEJE_00277	CDS	453	tolQ_1			Tol-Pal system protein TolQ
MFECGEJE_00278	CDS	468	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
MFECGEJE_00279	CDS	897	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
MFECGEJE_00280	CDS	648			COG3317	Outer membrane protein assembly factor BamC 
MFECGEJE_00281	CDS	324	yfiA		COG1544	Ribosome-associated factor Y
MFECGEJE_00282	tRNA	90				tRNA-Ser(gga)
MFECGEJE_00283	CDS	993				hypothetical protein
MFECGEJE_00284	CDS	588		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MFECGEJE_00285	CDS	726	kdkA	2.7.1.166	COG0515	3-deoxy-D-manno-octulosonic acid kinase
MFECGEJE_00286	CDS	1044				hypothetical protein
MFECGEJE_00287	CDS	2172	hxuC		COG1629	Heme/hemopexin utilization protein C
MFECGEJE_00288	CDS	1698	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
MFECGEJE_00289	CDS	2718	hxuA		COG3210	Heme/hemopexin-binding protein
MFECGEJE_00290	CDS	357	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
MFECGEJE_00291	CDS	600	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
MFECGEJE_00292	CDS	1704	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
MFECGEJE_00293	CDS	1026	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
MFECGEJE_00294	CDS	846	rpoH		COG0568	RNA polymerase sigma factor RpoH
MFECGEJE_00295	CDS	933	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
MFECGEJE_00296	CDS	867	djlA		COG1076	Co-chaperone protein DjlA
MFECGEJE_00297	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
MFECGEJE_00298	CDS	717	rph	2.7.7.56		Ribonuclease PH
MFECGEJE_00299	tRNA	76				tRNA-Ala(ggc)
MFECGEJE_00300	CDS	1443	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
MFECGEJE_00301	tRNA	76				tRNA-Val(tac)
MFECGEJE_00302	tRNA	76				tRNA-Val(tac)
MFECGEJE_00303	tRNA	76				tRNA-Val(tac)
MFECGEJE_00304	tRNA	76				tRNA-Val(tac)
MFECGEJE_00305	CDS	1656				hypothetical protein
MFECGEJE_00306	CDS	810				hypothetical protein
MFECGEJE_00307	CDS	486				hypothetical protein
MFECGEJE_00308	CDS	417				hypothetical protein
MFECGEJE_00309	CDS	297				hypothetical protein
MFECGEJE_00310	CDS	759	udp	2.4.2.3	COG2820	Uridine phosphorylase
MFECGEJE_00311	CDS	1317	yhjE_1			Inner membrane metabolite transport protein YhjE
MFECGEJE_00312	CDS	744	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MFECGEJE_00313	CDS	1707	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
MFECGEJE_00314	CDS	1272	menF_1	5.4.4.2	COG1169	Isochorismate synthase MenF
MFECGEJE_00315	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
MFECGEJE_00316	CDS	1257	mtr			Tryptophan-specific transport protein
MFECGEJE_00317	CDS	1368	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
MFECGEJE_00318	CDS	1239	sdaC		COG0814	Serine transporter
MFECGEJE_00319	CDS	2169	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
MFECGEJE_00320	CDS	207			COG2608	putative protein
MFECGEJE_00321	CDS	207			COG2608	putative protein
MFECGEJE_00322	CDS	387	hmrR			HTH-type transcriptional regulator HmrR
MFECGEJE_00323	CDS	318	metJ		COG3060	Met repressor
MFECGEJE_00324	CDS	1263	rho	3.6.4.-	COG1158	Transcription termination factor Rho
MFECGEJE_00325	CDS	693				hypothetical protein
MFECGEJE_00326	CDS	1221	gspF		COG1459	Putative type II secretion system protein F
MFECGEJE_00327	CDS	1395	epsE		COG2804	Type II secretion system protein E
MFECGEJE_00328	CDS	450				hypothetical protein
