locus_tag	ftype	length_bp	gene	EC_number	COG	product
JAOMGKNI_00025	CDS	843	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
JAOMGKNI_00026	CDS	1017	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
JAOMGKNI_00027	CDS	1815	oppA		COG4166	Periplasmic oligopeptide-binding protein
JAOMGKNI_00028	CDS	1146	nagC_1		COG1940	N-acetylglucosamine repressor
JAOMGKNI_00029	CDS	1188				hypothetical protein
JAOMGKNI_00030	CDS	1074	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
JAOMGKNI_00031	CDS	1341				hypothetical protein
JAOMGKNI_00032	CDS	525		3.6.1.15	COG1618	Nucleoside-triphosphatase THEP1
JAOMGKNI_00033	CDS	1251		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 1
JAOMGKNI_00034	CDS	363	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
JAOMGKNI_00035	CDS	780	folE2	3.5.4.16	COG1469	GTP cyclohydrolase FolE2
JAOMGKNI_00036	CDS	837	folP	2.5.1.15	COG0294	Dihydropteroate synthase
JAOMGKNI_00037	CDS	390	sulD		COG0801	Bifunctional folate synthesis protein
JAOMGKNI_00038	CDS	1080	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
JAOMGKNI_00039	CDS	1740			COG1132	putative ABC transporter ATP-binding protein
JAOMGKNI_00040	CDS	549				hypothetical protein
JAOMGKNI_00041	CDS	219				hypothetical protein
JAOMGKNI_00042	CDS	1218				hypothetical protein
JAOMGKNI_00043	CDS	705	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
JAOMGKNI_00044	CDS	465				hypothetical protein
JAOMGKNI_00045	CDS	2010	feoB		COG0370	Fe(2+) transporter FeoB
JAOMGKNI_00046	CDS	333				hypothetical protein
JAOMGKNI_00047	CDS	1095				hypothetical protein
JAOMGKNI_00048	CDS	591				hypothetical protein
JAOMGKNI_00049	CDS	2025	aguA	3.2.1.131	COG3661	Xylan alpha-(1->2)-glucuronosidase
JAOMGKNI_00050	CDS	1974	agpA_1			Periplasmic alpha-galactoside-binding protein
JAOMGKNI_00051	CDS	1017	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JAOMGKNI_00052	CDS	996	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
JAOMGKNI_00053	CDS	1089				hypothetical protein
JAOMGKNI_00054	CDS	987	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
JAOMGKNI_00055	CDS	3180	xynA	3.2.1.8	COG3693	Endo-1,4-beta-xylanase A
JAOMGKNI_00056	CDS	540				hypothetical protein
JAOMGKNI_00057	CDS	447				hypothetical protein
JAOMGKNI_00058	CDS	1356	uxaC	5.3.1.12	COG1904	Uronate isomerase
JAOMGKNI_00059	CDS	741	xynR		COG1414	HTH-type transcriptional regulator XynR
JAOMGKNI_00060	CDS	612	kdgA		COG0800	KHG/KDPG aldolase
JAOMGKNI_00061	CDS	1020	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
JAOMGKNI_00062	CDS	1620	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
JAOMGKNI_00063	CDS	1083	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
JAOMGKNI_00064	CDS	1044	xynZ	3.2.1.8	COG2382	Endo-1,4-beta-xylanase Z
JAOMGKNI_00065	CDS	1878				hypothetical protein
JAOMGKNI_00066	CDS	1008	oppB_1		COG0601	Oligopeptide transport system permease protein OppB
JAOMGKNI_00067	CDS	855			COG1173	Putative peptide transport permease protein
JAOMGKNI_00068	CDS	990	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
JAOMGKNI_00069	CDS	963	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
JAOMGKNI_00070	CDS	2337		3.2.1.-		Beta-xylosidase
JAOMGKNI_00071	CDS	978	axeA_1	3.1.1.41	COG3458	Cephalosporin-C deacetylase
JAOMGKNI_00072	CDS	771	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
JAOMGKNI_00073	CDS	969	hmuU_1		COG0609	Hemin transport system permease protein HmuU
JAOMGKNI_00074	CDS	894	btuF		COG0614	Vitamin B12-binding protein
JAOMGKNI_00075	CDS	450	fliW		COG1699	Flagellar assembly factor FliW
JAOMGKNI_00076	CDS	915	flgL		COG1344	Flagellar hook-associated protein 3
JAOMGKNI_00077	CDS	2577				hypothetical protein
JAOMGKNI_00078	CDS	351				hypothetical protein
JAOMGKNI_00079	CDS	279				hypothetical protein
JAOMGKNI_00080	CDS	1422	murJ		COG0728	Lipid II flippase MurJ
JAOMGKNI_00081	CDS	834				hypothetical protein
JAOMGKNI_00082	CDS	3849	sctC			Type 3 secretion system secretin
JAOMGKNI_00083	CDS	462				hypothetical protein
JAOMGKNI_00084	CDS	417				hypothetical protein
JAOMGKNI_00085	CDS	549				hypothetical protein
JAOMGKNI_00086	CDS	981				hypothetical protein
JAOMGKNI_00087	CDS	384				hypothetical protein
JAOMGKNI_00088	CDS	1200	epsF		COG1459	Type II secretion system protein F
JAOMGKNI_00089	CDS	471				hypothetical protein
JAOMGKNI_00090	CDS	921	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
JAOMGKNI_00091	CDS	591	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
JAOMGKNI_00092	CDS	1308	obg	3.6.5.-	COG0536	GTPase Obg
JAOMGKNI_00093	CDS	765				hypothetical protein
JAOMGKNI_00094	CDS	2067	ligA	6.5.1.2		DNA ligase
JAOMGKNI_00095	CDS	1869				hypothetical protein
JAOMGKNI_00096	CDS	1080	tmpC		COG1744	Membrane lipoprotein TmpC
JAOMGKNI_00097	CDS	1509	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
JAOMGKNI_00098	CDS	1035				hypothetical protein
JAOMGKNI_00099	CDS	960	rfuD		COG1079	putative riboflavin import permease protein RfuD
JAOMGKNI_00100	CDS	1185				hypothetical protein
JAOMGKNI_00101	CDS	573				hypothetical protein
JAOMGKNI_00102	CDS	1266	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
JAOMGKNI_00103	CDS	963				hypothetical protein
JAOMGKNI_00104	CDS	1137	nagC_2		COG1940	N-acetylglucosamine repressor
JAOMGKNI_00105	CDS	1164	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
JAOMGKNI_00106	CDS	954	rbsC_1		COG1172	Ribose import permease protein RbsC
JAOMGKNI_00107	CDS	720				Bifunctional xylanase/deacetylase
JAOMGKNI_00108	CDS	972	alsB		COG1879	D-allose-binding periplasmic protein
JAOMGKNI_00109	CDS	1563	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
JAOMGKNI_00110	CDS	1479	xylB_1	2.7.1.17	COG1070	Xylulose kinase
JAOMGKNI_00111	CDS	732				hypothetical protein
JAOMGKNI_00112	CDS	2484				hypothetical protein
JAOMGKNI_00113	CDS	858				hypothetical protein
JAOMGKNI_00114	CDS	555		1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
JAOMGKNI_00115	CDS	1098				hypothetical protein
JAOMGKNI_00116	CDS	366	fur_1		COG0735	Ferric uptake regulation protein
JAOMGKNI_00117	CDS	804	troA		COG0803	Periplasmic zinc-binding protein TroA
JAOMGKNI_00118	CDS	723	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
JAOMGKNI_00119	CDS	798	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
JAOMGKNI_00120	CDS	663	ompR			Transcriptional regulatory protein OmpR
JAOMGKNI_00121	CDS	858				hypothetical protein
JAOMGKNI_00122	CDS	1389	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
JAOMGKNI_00123	CDS	1077	cpg2	3.4.17.11		Carboxypeptidase G2
JAOMGKNI_00124	CDS	1155				hypothetical protein
JAOMGKNI_00125	CDS	777				hypothetical protein
JAOMGKNI_00126	CDS	585	entB	6.3.2.14	COG1535	Enterobactin synthase component B
JAOMGKNI_00127	CDS	855	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
JAOMGKNI_00128	CDS	1233				IS200/IS605 family transposase ISTma1
JAOMGKNI_00129	CDS	990	rlmN_1	2.1.1.192		Dual-specificity RNA methyltransferase RlmN
JAOMGKNI_00130	CDS	720	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
JAOMGKNI_00131	CDS	1170	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
JAOMGKNI_00132	CDS	618	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
JAOMGKNI_00133	CDS	693	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
JAOMGKNI_00134	CDS	1641	trpGD		COG0512	Bifunctional protein TrpGD
JAOMGKNI_00135	CDS	1374	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
JAOMGKNI_00136	CDS	1353	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
JAOMGKNI_00137	tRNA	77				tRNA-Pro(tgg)
JAOMGKNI_00138	CDS	228				hypothetical protein
JAOMGKNI_00139	CDS	984	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
JAOMGKNI_00140	CDS	1221	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
JAOMGKNI_00141	CDS	333	rsfS		COG0799	Ribosomal silencing factor RsfS
JAOMGKNI_00142	CDS	1821	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
JAOMGKNI_00143	CDS	984	plsX	2.3.1.274		Phosphate acyltransferase
JAOMGKNI_00144	CDS	183	rpmF			50S ribosomal protein L32
JAOMGKNI_00145	CDS	549				hypothetical protein
JAOMGKNI_00146	CDS	648				hypothetical protein
JAOMGKNI_00147	CDS	1872				hypothetical protein
JAOMGKNI_00148	CDS	1659				hypothetical protein
JAOMGKNI_00149	CDS	1305	phoA	3.1.3.1	COG1785	Alkaline phosphatase 4
JAOMGKNI_00150	CDS	450		1.5.1.37		Flavin reductase
JAOMGKNI_00151	CDS	246				hypothetical protein
JAOMGKNI_00152	CDS	882	lgt	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
JAOMGKNI_00153	CDS	591		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
JAOMGKNI_00154	CDS	546			COG1259	putative protein
JAOMGKNI_00155	CDS	819				hypothetical protein
JAOMGKNI_00156	CDS	2316				hypothetical protein
JAOMGKNI_00157	CDS	837				hypothetical protein
JAOMGKNI_00158	CDS	789				hypothetical protein
JAOMGKNI_00159	CDS	567	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
JAOMGKNI_00160	CDS	1308	fpgS	6.3.2.17		Folylpolyglutamate synthase
JAOMGKNI_00161	CDS	1173	deoB	5.4.2.7	COG1015	Phosphopentomutase
JAOMGKNI_00162	CDS	2475	leuS	6.1.1.4		Leucine--tRNA ligase
JAOMGKNI_00163	CDS	627	rex1		COG2344	Redox-sensing transcriptional repressor Rex 1
JAOMGKNI_00164	CDS	222				hypothetical protein
JAOMGKNI_00165	CDS	456				hypothetical protein
JAOMGKNI_00166	CDS	1215	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
JAOMGKNI_00167	CDS	3315	rgy		COG1110	Reverse gyrase
JAOMGKNI_00168	CDS	2181	hppA	7.2.3.-	COG3808	K(+)-stimulated pyrophosphate-energized sodium pump
JAOMGKNI_00169	CDS	267	acpP_1			Acyl carrier protein
JAOMGKNI_00170	CDS	882				hypothetical protein
JAOMGKNI_00171	CDS	852				hypothetical protein
JAOMGKNI_00172	CDS	2211	priA	3.6.4.-		primosomal protein N'
JAOMGKNI_00173	rRNA	1556				16S ribosomal RNA
JAOMGKNI_00174	tRNA	77				tRNA-Ile(gat)
JAOMGKNI_00175	tRNA	76				tRNA-Ala(tgc)
JAOMGKNI_00176	rRNA	3017				23S ribosomal RNA
JAOMGKNI_00177	rRNA	105				5S ribosomal RNA
JAOMGKNI_00178	CDS	279				hypothetical protein
JAOMGKNI_00179	CDS	570				hypothetical protein
JAOMGKNI_00180	CDS	975				hypothetical protein
JAOMGKNI_00181	CDS	1194	miaB_1	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
JAOMGKNI_00182	CDS	783	ramA	3.5.1.100		(R)-stereoselective amidase
JAOMGKNI_00183	CDS	1290	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
JAOMGKNI_00184	CDS	396				hypothetical protein
JAOMGKNI_00185	CDS	1107		3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase
JAOMGKNI_00186	CDS	1428	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
JAOMGKNI_00187	tRNA	76				tRNA-Ala(cgc)
JAOMGKNI_00188	CDS	432			COG1720	S-adenosyl-L-methionine-binding protein
JAOMGKNI_00189	CDS	1077			COG0614	putative protein
JAOMGKNI_00190	CDS	1032	hmuU_2		COG0609	Hemin transport system permease protein HmuU
JAOMGKNI_00191	CDS	786	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
JAOMGKNI_00192	CDS	264	spoVS_1		COG2359	Stage V sporulation protein S
JAOMGKNI_00193	tRNA	77				tRNA-Arg(tcg)
JAOMGKNI_00194	tRNA	76				tRNA-His(gtg)
JAOMGKNI_00195	tRNA	77				tRNA-Arg(tct)
JAOMGKNI_00196	tRNA	76				tRNA-Gly(tcc)
JAOMGKNI_00197	CDS	789	fetB		COG0390	putative iron export permease protein FetB
JAOMGKNI_00198	CDS	621	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
JAOMGKNI_00199	tRNA	90				tRNA-Ser(gct)
JAOMGKNI_00200	tRNA	77				tRNA-Arg(gcg)
JAOMGKNI_00201	CDS	492				hypothetical protein
JAOMGKNI_00202	CDS	915	ttuA	2.8.1.-	COG0037	tRNA-5-methyluridine(54) 2-sulfurtransferase
JAOMGKNI_00203	CDS	2463	clpC_1		COG0542	Negative regulator of genetic competence ClpC/MecB
JAOMGKNI_00204	CDS	1323	radA	3.6.4.-	COG1066	DNA repair protein RadA
JAOMGKNI_00205	CDS	1059	disA	2.7.7.85	COG1623	DNA integrity scanning protein DisA
JAOMGKNI_00206	CDS	1749	hndD_1	1.12.1.3	COG3383	NADP-reducing hydrogenase subunit HndD
JAOMGKNI_00207	CDS	903				hypothetical protein
JAOMGKNI_00208	CDS	732	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
JAOMGKNI_00209	CDS	693	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JAOMGKNI_00210	CDS	2307	recG	3.6.4.12		ATP-dependent DNA helicase RecG
JAOMGKNI_00211	CDS	513	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
JAOMGKNI_00212	CDS	627				hypothetical protein
JAOMGKNI_00213	CDS	1347	pyk	2.7.1.40	COG0469	Pyruvate kinase
JAOMGKNI_00214	CDS	960	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase
JAOMGKNI_00215	CDS	210				hypothetical protein
JAOMGKNI_00216	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
JAOMGKNI_00217	CDS	369	gcvH		COG0509	Glycine cleavage system H protein
JAOMGKNI_00218	CDS	1314	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
JAOMGKNI_00219	CDS	1425	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
JAOMGKNI_00220	CDS	387	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
JAOMGKNI_00221	CDS	861	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
JAOMGKNI_00222	CDS	2019	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
JAOMGKNI_00223	CDS	1317	yscN	7.1.2.2		putative ATP synthase YscN
JAOMGKNI_00224	CDS	711				hypothetical protein
JAOMGKNI_00225	CDS	1008	fliG		COG1536	Flagellar motor switch protein FliG
JAOMGKNI_00226	CDS	1599	fliF		COG1766	Flagellar M-ring protein
JAOMGKNI_00227	CDS	801	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
JAOMGKNI_00228	CDS	234				hypothetical protein
JAOMGKNI_00229	CDS	696	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
JAOMGKNI_00230	CDS	939	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
JAOMGKNI_00231	CDS	675	ydfK		COG1811	putative membrane protein YdfK
JAOMGKNI_00232	CDS	225	hndA_2	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
JAOMGKNI_00233	CDS	252	hndA_3	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
JAOMGKNI_00234	CDS	1638	rsxC_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
JAOMGKNI_00235	CDS	858				hypothetical protein
JAOMGKNI_00236	CDS	477				hypothetical protein
JAOMGKNI_00237	CDS	1374	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
JAOMGKNI_00238	CDS	1020	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
JAOMGKNI_00239	CDS	1095	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
JAOMGKNI_00240	CDS	1293	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
JAOMGKNI_00241	CDS	909	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
JAOMGKNI_00242	CDS	1281	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
JAOMGKNI_00243	CDS	1473	murE	6.3.2.37	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--LD-lysine ligase
JAOMGKNI_00244	CDS	543				hypothetical protein
JAOMGKNI_00245	CDS	1113	glgC_1	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
JAOMGKNI_00246	CDS	1272	glgC_2	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
JAOMGKNI_00247	CDS	1026				hypothetical protein
JAOMGKNI_00248	CDS	258				hypothetical protein
JAOMGKNI_00249	CDS	849				hypothetical protein
JAOMGKNI_00250	CDS	1308	rnfC	7.1.1.-	COG4656	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
JAOMGKNI_00251	CDS	957	rnfD	7.1.1.-	COG4658	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D
JAOMGKNI_00252	CDS	675	rsxG	7.-.-.-		Ion-translocating oxidoreductase complex subunit G
JAOMGKNI_00253	CDS	603	rnfE	7.2.1.2	COG4660	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit E
JAOMGKNI_00254	CDS	576	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
JAOMGKNI_00255	CDS	294	rsxB_2	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
JAOMGKNI_00256	CDS	1014				hypothetical protein
JAOMGKNI_00257	CDS	216	csrA		COG1551	Translational regulator CsrA
JAOMGKNI_00258	CDS	291	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
JAOMGKNI_00259	CDS	327				hypothetical protein
JAOMGKNI_00260	CDS	408	smpB		COG0691	SsrA-binding protein
JAOMGKNI_00261	CDS	96				hypothetical protein
JAOMGKNI_00262	CDS	213	rpmB		COG0227	50S ribosomal protein L28
JAOMGKNI_00263	CDS	393				hypothetical protein
JAOMGKNI_00264	CDS	729	yhaM_1	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
JAOMGKNI_00265	CDS	309	yhaM_2	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
JAOMGKNI_00266	CDS	1902	topA	5.6.2.1	COG0550	DNA topoisomerase 1
JAOMGKNI_00267	CDS	885	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
JAOMGKNI_00268	CDS	669				hypothetical protein
JAOMGKNI_00269	CDS	1209				hypothetical protein
JAOMGKNI_00270	CDS	1101	dnaN		COG0592	Beta sliding clamp
JAOMGKNI_00271	CDS	1881	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
JAOMGKNI_00272	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
JAOMGKNI_00273	CDS	1674	uvrC		COG0322	UvrABC system protein C
JAOMGKNI_00274	CDS	273	hup		COG0776	DNA-binding protein HU
JAOMGKNI_00275	CDS	1353	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
JAOMGKNI_00276	CDS	2307	metH	2.1.1.13	COG0646	Methionine synthase
JAOMGKNI_00277	CDS	609				hypothetical protein
JAOMGKNI_00278	CDS	846	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
JAOMGKNI_00279	CDS	1233				hypothetical protein
JAOMGKNI_00280	CDS	2646	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
JAOMGKNI_00281	CDS	942	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
JAOMGKNI_00282	CDS	1212	ackA	2.7.2.1	COG0282	Acetate kinase
JAOMGKNI_00283	CDS	1023	araR		COG1609	Arabinose metabolism transcriptional repressor
JAOMGKNI_00284	CDS	1491	araA	5.3.1.4		L-arabinose isomerase
JAOMGKNI_00285	CDS	279				hypothetical protein
JAOMGKNI_00286	CDS	1020				hypothetical protein
JAOMGKNI_00287	CDS	885	sugA_1		COG1175	Trehalose transport system permease protein SugA
JAOMGKNI_00288	CDS	843	dasC		COG0395	Diacetylchitobiose uptake system permease protein DasC
JAOMGKNI_00289	CDS	1863	hypBA1	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
JAOMGKNI_00290	CDS	1455	abfA	3.2.1.55	COG3534	Intracellular exo-alpha-(1->5)-L-arabinofuranosidase 1
JAOMGKNI_00291	CDS	1071	mro	5.1.3.3	COG2017	Aldose 1-epimerase
JAOMGKNI_00292	CDS	639	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
JAOMGKNI_00293	CDS	1521	xylB_2	2.7.1.17	COG1070	Xylulose kinase
JAOMGKNI_00294	CDS	1212				hypothetical protein
JAOMGKNI_00295	CDS	453				hypothetical protein
JAOMGKNI_00296	CDS	1734			COG1132	putative ABC transporter ATP-binding protein
JAOMGKNI_00297	CDS	1797			COG1132	putative ABC transporter ATP-binding protein
JAOMGKNI_00298	CDS	1260	pfp	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
JAOMGKNI_00299	CDS	1104	gltA	2.3.3.16	COG0372	Citrate synthase
JAOMGKNI_00300	CDS	1257	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
JAOMGKNI_00301	CDS	501	DmdB_1	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
JAOMGKNI_00302	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
JAOMGKNI_00303	CDS	1056	proB	2.7.2.11	COG0263	Glutamate 5-kinase
JAOMGKNI_00304	CDS	657	tal	2.2.1.2	COG0176	Transaldolase
JAOMGKNI_00305	CDS	948	scrK	2.7.1.4	COG0524	Fructokinase
JAOMGKNI_00306	CDS	774	gdh	1.1.1.16		Galactitol 2-dehydrogenase
JAOMGKNI_00307	CDS	954		1.1.1.407	COG1063	D-altritol 5-dehydrogenase
JAOMGKNI_00308	CDS	1035	purR_1		COG1609	HTH-type transcriptional repressor PurR
JAOMGKNI_00309	CDS	1836				hypothetical protein
JAOMGKNI_00310	CDS	1005	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
JAOMGKNI_00311	CDS	870			COG1173	Putative peptide transport permease protein
JAOMGKNI_00312	CDS	987	oppD_4		COG0444	Oligopeptide transport ATP-binding protein OppD
JAOMGKNI_00313	CDS	951	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JAOMGKNI_00314	CDS	2124	xghA	3.2.1.-		Xyloglucanase Xgh74A
JAOMGKNI_00315	CDS	1341				hypothetical protein
JAOMGKNI_00316	CDS	1422	fucI	5.3.1.25		L-fucose isomerase
JAOMGKNI_00317	CDS	2295	yicI	3.2.1.177	COG1501	Alpha-xylosidase
JAOMGKNI_00318	CDS	1977	agpA_2			Periplasmic alpha-galactoside-binding protein
JAOMGKNI_00319	CDS	2019	bgaP	3.2.1.23		Beta-galactosidase BgaP
JAOMGKNI_00320	CDS	489				hypothetical protein
JAOMGKNI_00321	CDS	978		1.1.1.384		dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose 3-reductase
JAOMGKNI_00322	CDS	960	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
JAOMGKNI_00323	CDS	180				hypothetical protein
JAOMGKNI_00324	CDS	252				hypothetical protein
JAOMGKNI_00325	CDS	327				hypothetical protein
JAOMGKNI_00326	CDS	2181	copA	7.2.2.8		putative copper-importing P-type ATPase A
JAOMGKNI_00327	CDS	624	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
